AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,notes,include_article_review,exclude_reason,note,exclude_reason_original
"Catarina Ferreira, Rafael Villafuerte, Nacho Villar, Francisca Castro, Pablo Ferreras, Carlos Rouco, Paulo C. Alves, Luis Arias de Reyna, Steve Redpath",2014,Experimental study on the effect of cover and vaccination on the   survival of juvenile European rabbits,POPULATION ECOLOGY,195-202,195-202,10.1007/s10144-013-0403-4,"In Mediterranean ecosystems, the European rabbit is a keystone species   that has declined dramatically, with profound implications for   conservation and management. Predation and disease acting on juveniles   are considered the likely causes. In the field, these processes are   managed by removing predators, increasing cover to reduce predation risk   and by vaccinating against myxomatosis. These manipulations can be   costly and, when protected predators are killed, they can also be   damaging to conservation interests. Our goal was to test the   effectiveness of cover and vaccination on juvenile survival in two large   enclosures, free of mammalian predators, by adding cover and vaccinating   juveniles. Rabbit warrens were our experimental unit, with nine   replicates of four treatments: control, cover, vaccination, and cover   and vaccination combined. Our results showed that improved cover   systematically increased juvenile rabbit survival, whereas vaccination   had no clear effect and the interactive effect was negligible. Our   experimental data suggest that improved cover around warrens is an   effective way of increasing rabbit abundance in Mediterranean   ecosystems, at least when generalist mammalian predators are scarce. In   contrast the vaccination programme was of limited benefit, raising   questions about its efficacy as a management tool.",220,NO,IF,host survival,,,,
"J. C. Guevara, E. G. Gruenwaldt, O. R. Estevez, A. J. Bisigato, L. J. Blanco, F. N. Biurrun, C. A. Ferrando, C. C. Chirino, E. Morici, B. Fernandez, L. I. Allegretti, C. B. Passera",2009,"Range and livestock production in the Monte Desert, Argentina",JOURNAL OF ARID ENVIRONMENTS,228-237,228-237,10.1016/j.jaridenv.2008.02.001,"This article reviews and analyzes the available information on range and   livestock production in the Monte Desert. Cow-calf operations, goats for   meat, and sheep for wool are the dominant production systems under   continuous grazing. Rest-rotational grazing systems improved the   efficiency of the current cow-calf production. Forage resources are   primarily composed of perennial grasses and woody species. Rain-use   efficiency for the total vegetation ranged from 3.9 to 4.8 kg DM ha(-1)   year(-1) mm(-1). Carrying capacity showed a broad range: 18.7, 4.5-64.5,   and 21.6-89.3 ha AU(-1) in the north, central, and south portions of the   Monte, respectively. Mean crude protein (CP) content of grasses varied   from 8.4 to 10.3 (wet season) and 7.1-3.7\% DM (dry season) in the   central west and Patagonia, respectively. Grasses predominated in the   cattle diet, while the sheep diet was highly diverse because they ate   most of the available plant species, and there was no unanimity as to   the fact that goats are strictly browsers. Livestock diseases have lower   prevalence indices than those recorded in other areas of the country.   The high variability in carrying capacity values could be attributed to   differences in rangeland condition and to the different methods used for   its estimation. The CP levels in forage could meet cattle requirements   provided that a proper-stocking rate were used. The most promising   species for land rehabilitation are Opuntia, Atriplex spp., Eragrostis   curvula and Cenchrus ciliaris. Priorities for future research should   include topics such as assessment of the carrying capacity for most of   the areas and nutrient content of the components of livestock diet, the   livestock intake values, the economic feasibility of the use of   complementary feeds and the development of seeding technology for   valuable forage resources as Trichloris crinita, among others. (C) 2008   Elsevier Ltd. All rights reserved.",221,NO,IF,,,,,
"Stephen P. Boyte, Bruce K. Wylie, Donald J. Major",2015,"Mapping and Monitoring Cheatgrass Dieoff in Rangelands of the Northern   Great Basin, USA",RANGELAND ECOLOGY \& MANAGEMENT,18-28,18-28,10.1016/j.rama.2014.12.005,"Understanding cheatgrass (Bromus tectorum) dynamics in the Northern   Great Basin rangelands, USA, is necessary to effectively manage the   region's lands. This study's goal was to map and monitor cheatgrass   performance to identify where and when cheatgrass dieoff occurred in the   Northern Great Basin and to discover how this phenomenon was affected by   climatic, topographic, and edaphic variables. We also examined how fire   affected cheatgrass performance. Land managers and scientists are   concerned by cheatgrass dieoff because it can increase land degradation,   and its causes and effects are not fully known. To better understand the   scope of cheatgrass dieoff, we developed multiple ecological models that   integrated remote sensing data with geophysical and biophysical data.   Themodels' R-2 ranged from 0.71 to 0.88, and their root mean squared   errors (RMSEs) ranged from 3.07 to 6.95. Validation of dieoff data   showed that 41\% of pixels within independently developed dieoff   polygons were accurately classified as dieoff, whereas 2\% of pixels   outside of dieoff polygons were classified as dieoff. Site potential, a   long-term spatial average of cheatgrass cover, dominated the development   of the cheatgrass performance model. Fire negatively affected cheatgrass   performance 1 year postfire, but by the second year postfire performance   exceeded prefire levels. The landscape-scale monitoring study presented   in this paper helps increase knowledge about recent rangeland dynamics,   including where cheatgrass dieoffs occurred and how cheatgrass responded   to fire. This knowledge can help direct further investigation and/or   guide land management activities that can capitalize on, or mitigate the   effects of, cheatgrass dieoff. (C) 2015 Society for Range Management.   Published by Elsevier Inc. All rights reserved.",222,NO,IF,,,,,
"Qiong Sha, Dhiraj A. Vattem, Michael R. J. Forstner, Dittmar Hahn",2013,Quantifying Salmonella Population Dynamics in Water and Biofilms,MICROBIAL ECOLOGY,60-67,60-67,10.1007/s00248-012-0106-y,"Members of the bacterial genus Salmonella are recognized worldwide as   major zoonotic pathogens often found to persist in non-enteric   environments including heterogeneous aquatic biofilms. In this study,   Salmonella isolates that had been detected repeatedly over time in   aquatic biofilms at different sites in Spring Lake, San Marcos, Texas,   were identified as serovars Give, Thompson, Newport and -:z10:z39.   Pathogenicity results from feeding studies with the nematode   Caenorhabditis elegans as host confirmed that these strains were   pathogenic, with Salmonella-fed C. elegans dying faster (mean survival   time between 3 and 4 days) than controls, i.e., Escherichia coli-fed C.   elegans (mean survival time of 9.5 days). Cells of these isolates   inoculated into water at a density of up to 10(6) ml(-1) water declined   numerically by 3 orders of magnitude within 2 days, reaching the   detection limit of our quantitative polymerase chain reaction   (qPCR)-based quantification technique (i.e., 10(3) cells ml(-1)).   Similar patterns were obtained for cells in heterogeneous aquatic   biofilms developed on tiles and originally free of Salmonella that were   kept in the inoculated water. Cell numbers increased during the first   days to more than 10(7) cells cm(-2), and then declined over time.   Ten-fold higher cell numbers of Salmonella inoculated into water or into   biofilm resulted in similar patterns of population dynamics, though   cells in biofilms remained detectable with numbers around 10(4) cells   cm(-2) after 4 weeks. Independent of detectability by qPCR, samples of   all treatments harbored viable salmonellae that resembled the inoculated   isolates after 4 weeks of incubation. These results demonstrate that   pathogenic salmonellae were isolated from heterogeneous aquatic biofilms   and that they could persist and stay viable in such biofilms in high   numbers for some time.",223,NO,IF,,,,,
"L. Pellissier, S. Rasmann, G. Litsios, K. Fiedler, A. Dubuis, J. Pottier, A. Guisan",2012,High host-plant nitrogen content: a prerequisite for the evolution of   ant-caterpillar mutualism?,JOURNAL OF EVOLUTIONARY BIOLOGY,1658-1666,1658-1666,10.1111/j.1420-9101.2012.02555.x,"The amount of nitrogen required to complete an insects life cycle may   vary greatly among species that have evolved distinct life history   traits. Myrmecophilous caterpillars in the Lycaenidae family produce   nitrogen-rich exudates from their dorsal glands to attract ants for   protection, and this phenomenon has been postulated to shape the   caterpillars host-plant choice. Accordingly, it was postulated that   evolution towards myrmecophily in Lycaenidae is correlated with the   utilization of nitrogen-rich host plants. Although our results were   consistent with the evolutionary shifts towards high-nutrient host   plants serving as exaptation for the evolution of myrmecophily in   lycaenids, the selection of nitrogen-rich host plants was not confined   to lycaenids. Butterfly species in the nonmyrmecophilous family Pieridae   also preferred nitrogen-rich host plants. Thus, we conclude that   nitrogen is an overall important component in the caterpillar diet,   independent of the level of myrmecophily, as nitrogen can enhance the   overall insect fitness and survival. However, when nitrogen can be   obtained through alternative means, as in socially parasitic lycaenid   species feeding on ant brood, the selective pressure for maintaining the   use of nutrient-rich host plants is relaxed, enabling the colonization   of nitrogen-poor host plants.",224,NO,IF,,,,,
"Julio Lorda, Kevin D. Lafferty",2012,"Shading decreases the abundance of the herbivorous California horn   snail, Cerithidea cahfornica",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,148-155,148-155,10.1016/j.jembe.2012.07.009,"Most of the intertidal zone in estuaries of California, USA and Baja   California, Mexico is covered with vascular vegetation. Shading by these   vascular plants influences abiotic and biotic processes that shape   benthic community assemblages. We present data on the effects of shading   on the California horn snail, Cerithidea californica. This species is   important because it is the most common benthic macrofaunal species in   these systems and acts as an obligate intermediate host of several   species of trematode parasites that infect several other species. Using   observational and experimental studies, we found a negative effect of   shade on the distribution and abundance of the California horn snail. We   hypothesized that shading reduces the abundance of the epipelic diatoms   that the snails feeds on, causing snails to leave shaded areas. We   observed a negative relationship between vascular plant cover,   sub-canopy light levels, and snail density in Mugu Lagoon. Then we   experimentally manipulated light regimes, by clipping vegetation and   adding shade structures, and found higher snail densities at higher   light levels. In Goleta Slough, we isolated the effect of shade from   vegetation by documenting a negative relationship between the shade   created by two bridges and diatom and snail densities. We also found   that snails moved the greatest distances over shaded channel banks   compared to unshaded channel banks. Further, we documented the effect of   water depth and channel bank orientation on shading in this system. An   additional effect of shading is the reduction of temperature, providing   an alternative explanation for some of our results. These results   broaden our knowledge of how variation in the light environment   influences the ecology of estuarine ecosystems. (C) 2012 Elsevier BM.   All rights reserved.",225,NO,IF,,,,,
"E. Kathryn Morris, Francois Buscot, Christine Herbst, Torsten Meiners, Elisabeth Obermaier, Nicole W. Waeschke, Tesfaye Wubet, Matthias C. Rillig",2013,Land use and host neighbor identity effects on arbuscular mycorrhizal   fungal community composition in focal plant rhizosphere,BIODIVERSITY AND CONSERVATION,2193-2205,2193-2205,10.1007/s10531-013-0527-z,"Arbuscular mycorrhizal fungi (AMF) provide a number of ecosystem   services as important members of the soil microbial community.   Increasing evidence suggests AMF diversity is at least partially   controlled by the identities of plants in the host plant neighborhood.   However, much of this evidence comes from greenhouse studies or work in   invaded systems dominated by single plant species, and has not been   tested in species-rich grasslands. We worked in 67 grasslands spread   across the three German Biodiversity Exploratories that are managed   primarily as pastures and meadows, and collected data on AMF   colonization, AMF richness, AMF community composition, plant diversity,   and land use around focal Plantago lanceolata plants. We analyzed the   data collected within each Exploratory (ALB Schwabische Alb, HAI   Hainich-Dun, SCH Schorfheide-Chorin) separately, and used variance   partitioning to quantify the contribution of land use, host plant   neighborhood, and spatial arrangement to the effect on AMF community   composition. We performed canonical correspondence analysis to quantify   the effect of each factor independently by removing the variation   explained by the other factors. AMF colonization declined with   increasing land use intensity (LUI) along with concurrent increases in   non-AMF, suggesting that the ability of AMF to provide protection from   pathogens declined under high LUI. In ALB and HAI mowing frequency and   percent cover of additional P. lanceolata in the host plant neighborhood   were important for AMF community composition. The similar proportional   contribution of land use and host neighborhood to AMF community   composition in a focal plant rhizosphere suggests that the diversity of   this important group of soil microbes is similarly sensitive to changes   at large and small scales.",226,NO,IF,,,,,
"Karin Noren, Lindsey Carmichael, Eva Fuglei, Nina E. Eide, Pall Hersteinsson, Anders Angerbjorn",2011,Pulses of movement across the sea ice: population connectivity and   temporal genetic structure in the arctic fox,OECOLOGIA,973-984,973-984,10.1007/s00442-011-1939-7,"Lemmings are involved in several important functions in the Arctic   ecosystem. The Arctic fox (Vulpes lagopus) can be divided into two   discrete ecotypes: ``lemming foxes'' and ``coastal foxes''. Crashes   in lemming abundance can result in pulses of ``lemming fox'' movement   across the Arctic sea ice and immigration into coastal habitats in   search for food. These pulses can influence the genetic structure of the   receiving population. We have tested the impact of immigration on the   genetic structure of the ``coastal fox'' population in Svalbard by   recording microsatellite variation in seven loci for 162 Arctic foxes   sampled during the summer and winter over a 5-year period. Genetic   heterogeneity and temporal genetic shifts, as inferred by STRUCTURE   simulations and deviations from Hardy-Weinberg proportions,   respectively, were recorded. Maximum likelihood estimates of movement as   well as STRUCTURE simulations suggested that both immigration and   genetic mixture are higher in Svalbard than in the neighbouring   ``lemming fox'' populations. The STRUCTURE simulations and AMOVA   revealed there are differences in genetic composition of the population   between summer and winter seasons, indicating that immigrants are not   present in the reproductive portion of the Svalbard population. Based on   these results, we conclude that Arctic fox population structure varies   with time and is influenced by immigration from neighbouring   populations. The lemming cycle is likely an important factor shaping   Arctic fox movement across sea ice and the subsequent population genetic   structure, but is also likely to influence local adaptation to the   coastal habitat and the prevalence of diseases.",227,NO,IF,,,,,
"Stefan A. Schnitzer, John N. Klironomos, Janneke HilleRisLambers, Linda L. Kinkel, Peter B. Reich, Kun Xiao, Matthias C. Rillig, Benjamin A. Sikes, Ragan M. Callaway, Scott A. Mangan, Egbert H. van Nes, Marten Scheffer",2011,Soil microbes drive the classic plant diversity-productivity pattern,ECOLOGY,296-303,296-303,10.1890/10-0773.1,"Ecosystem productivity commonly increases asymptotically with plant   species diversity, and determining the mechanisms responsible for this   well-known pattern is essential to predict potential changes in   ecosystem productivity with ongoing species loss. Previous studies   attributed the asymptotic diversity-productivity pattern to plant   competition and differential resource use (e.g., niche complementarity).   Using an analytical model and a series of experiments, we demonstrate   theoretically and empirically that host-specific soil microbes can be   major determinants of the diversity-productivity relationship in   grasslands. In the presence of soil microbes, plant disease decreased   with increasing diversity, and productivity increased nearly 500\%,   primarily because of the strong effect of density-dependent disease on   productivity at low diversity. Correspondingly, disease was higher in   plants grown in conspecific-trained soils than heterospecific-trained   soils (demonstrating host-specificity), and productivity increased and   host-specific disease decreased with increasing community diversity,   suggesting that disease was the primary cause of reduced productivity in   species-poor treatments. In sterilized, microbe-free soils, the increase   in productivity with increasing plant species number was markedly lower   than the increase measured in the presence of soil microbes, suggesting   that niche complementarity was a weaker determinant of the   diversity-productivity relationship. Our results demonstrate that soil   microbes play an integral role as determinants of the   diversity-productivity relationship.",228,YES,IF,,YES,,"plant study including both AMF and PP, separating effects",
"Waldemar Zangaro, Ricardo de Almeida Alves, Priscila Bochi de Souza, Leila Vergal Rostirola, Luiz Eduardo Azevedo Marques Lescano, Artur Berbel Lirio Rondina, Marco Antonio Nogueira",2014,Succession and environmental variation influence soil exploration   potential by fine roots and mycorrhizal fungi in an Atlantic ecosystem   in southern Brazil,JOURNAL OF TROPICAL ECOLOGY,237-248,237-248,10.1017/S0266467414000078,"Fast-growing plant species are plentiful at the early stages of   succession and possess roots with greater capacity for soil exploration   than slow-growing plant species of late stages. Thus, the dynamics of   fine-root production, morphological traits and arbuscular mycorrhizal   fungal (AMF) infection intensity were assessed monthly over 1 y in the   grassland, scrub, secondary and mature forests of the Atlantic Forest   ecosystem, amounting to 13 consecutive samplings. Fine roots were   sampled in three 100 x 100-m plots at each study site. Each plot was   subdivided in five 20 x 100-m subplots and 15 soil samples were randomly   taken from a depth of 0-5 cm in soil within each plot. The average of   the fine-root dry mass increased from 1.39 mg cm(-3) soil in the   grassland to 3.37 mg cm(-3) in the secondary forest; fine-root tip   diameter varied from 146 mu m in the grassland to 303 mu m in the mature   forest; tissue density from 0.24 g cm(-3) root in the grassland to 0.30   g cm(-3) in the mature forest and fine-root length was 4.52 cm cm-3 soil   in the grassland and 6.48 cm cm(-3) soil in the secondary forest. On the   other hand, fine-root specific length decreased from 43.9 m g(-1) root   to 18.3 m g(-1) root in the mature forest; incidence of root hairs was   67\% in the grassland and 30\% in the mature forest; the length of root   hairs was 215 mu m in the grassland and 112 mu m in the mature forest;   and the intensity of AMF infection decreased from 66\% in the grassland   to 17\% in the mature forest. In addition to AMF infection, the   environmental variation also affected dry mass production and   morphological traits of fine roots. During the cool season, fine-root   dry mass, fine-root length, incidence and length of root hairs and   intensity of AMF infection decreased compared with the warm season. We   verified that the potential for soil exploration, that expresses the   capacity for nutrient acquisition via fine roots and AMF infection   intensity, decreased during the cool season and with the advance of the   successional groups. These results indicate that fine-root traits and   intensity of AMF infection are influenced by the intrinsic nutrient   requirements of the plant species in each ecological group.",229,NO,IF,,,,,
"Louise B. Firth, Lisa M. Grant, Tasman P. Crowe, Jonathan S. Ellis, Christena Wiler, Christopher Convery, Nessa E. O'Connor",2017,"Factors affecting the prevalence of the trematode parasite   Echinostephilla patellae (Lebour, 1911) in the limpet Patella vulgata   (L.)",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,99-104,99-104,10.1016/j.jembe.2017.01.026,"Parasites are ubiquitous throughout nature and can have dramatic effects   on their hosts. Although much is known about the pathology of parasites,   the environmental factors influencing the distribution and abundance of   parasites are poorly understood. Investigations into these factors could   help predict the effect of parasites on the functioning of ecosystems.   The limpet Patella vulgata is a key grazer on European rocky shores and   is the first intermediate host for the trematode parasite,   Echinostephilla patellae. This study investigated the spatial   distribution of E. patellae in relation to P. vulgata at fourteen rocky   shores around Ireland. Despite P. vulgata recruiting into rock pools,   adults are more abundant on emergent rock and experience greater   mortality in pools compared to emergent rock. It has been suggested that   greater parasite prevalence in pools may be a factor driving this   disjunct distribution pattern. Prevalence of infection was compared   among rock and pool habitats. Size and sex of the host were also   investigated in order to determine whether host phenotype influenced   levels of infection prevalence. Results varied considerably among study   sites, probably due to the heterogeneity of environmental conditions. No   clear pattern emerged in relation to infection prevalence between   habitats but this may be owing to the low numbers of limpets collected   from pools. There was a significant positive relationship between   infection prevalence and increasing host size. Individuals for which sex   was indeterminate were more likely to be infected than distinct males or   females, suggesting that infection may be causing castration and   subsequent removal of these individuals from the breeding population. We   discuss the importance of considering host-parasite dynamics in a period   of rapid environmental change. (C) 2017 Elsevier B.V. All rights   reserved.",230,NO,IF,,,,,
J. M. Barea,2015,Future challenges and perspectives for applying microbial biotechnology   in sustainable agriculture based on a better understanding of   plant-microbiome interactions,JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,261-282,261-282,NA,"An intensive agricultural production is necessary to satisfy food   requirements for the growing world population. However, its realization   is associated with the mass consumption of non-renewable natural   resources and with the emission of greenhouse gases causing climate   changes. The research challenge is to meet sustainable environmental and   economical issues without compromising yields. In this context,   exploiting the agro-ecosystem services of soil microbial communities   appears as a promising effective approach. This chapter reviews the   research efforts aimed at improving a sustainable and healthy   agricultural production through the appropriate management of soil   microorganisms. First, the plant-associated microbiome is briefly   described. Then, the current research technologies for formulation and   application of inocula based on specific beneficial plant-associated   microbes are summarized. Finally, the perspectives and opportunities to   manage naturally existing microbial populations, including those   non-culturable, are analyzed. This analysis concerns: (i) a description   of the already available, culture-independent, molecular techniques   addressed at increasing our understanding of root-microbiome   interactions; (ii) how to improve the ability of soil microbes for   alleviating the negative impacts of stress factors on crop productivity;   and (iii) whether plants can structure their root-associated microbial   communities and, leading on from this, whether the rhizosphere can be   engineered (biased) to encourage beneficial organisms, while prevent   presence of pathogens.",231,NO,IF,,,,,
"Nicholas M. Fountain-Jones, Meggan E. Craft, W. Chris Funk, Chris Kozakiewicz, Daryl R. Trumbo, Erin E. Boydston, Lisa M. Lyren, Kevin Crooks, Justin S. Lee, Sue VandeWoude, Scott Carver",2017,Urban landscapes can change virus gene flow and evolution in a   fragmentation-sensitive carnivore,MOLECULAR ECOLOGY,6487-6498,6487-6498,10.1111/mec.14375,"Urban expansion has widespread impacts on wildlife species globally,   including the transmission and emergence of infectious diseases.   However, there is almost no information about how urban landscapes shape   transmission dynamics in wildlife. Using an innovative phylodynamic   approach combining host and pathogen molecular data with landscape   characteristics and host traits, we untangle the complex factors that   drive transmission networks of feline immunodeficiency virus (FIV) in   bobcats (Lynx rufus). We found that the urban landscape played a   significant role in shaping FIV transmission. Even though bobcats were   often trapped within the urban matrix, FIV transmission events were more   likely to occur in areas with more natural habitat elements. Urban   fragmentation also resulted in lower rates of pathogen evolution,   possibly owing to a narrower range of host genotypes in the fragmented   area. Combined, our findings show that urban landscapes can have impacts   on a pathogen and its evolution in a carnivore living in one of the most   fragmented and urban systems in North America. The analytical approach   used here can be broadly applied to other host-pathogen systems,   including humans.",232,NO,IF,,,,,
"Charles L. Hayes, William A. Talbot, Blair O. Wolf",2016,Abiotic limitation and the C-3 hypothesis: isotopic evidence from   Gunnison's prairie dog during persistent drought,ECOSPHERE,NA,NA,10.1002/ecs2.1626,"Gunnison's prairie dog (Cynomys gunnisoni) is an herbivore that ranges   from desert grasslands to high-montane meadows and is limited by disease   across much of its range. The importance of abiotic drivers to the   population dynamics of the species is poorly known. We employed stable   isotope analysis to investigate energy assimilation patterns as   indicators of abiotic limitation in arid grassland and montane   populations of C. gunnisoni during a multi-year drought. Standard   ellipse areas of plasma and red blood cell carbon (delta C-13) and   nitrogen (delta N-15) isotope values, representing population-level   foraging niche widths, declined during years and seasons of drought   stress at both study sites. Prairie dogs at the montane site, but not at   the desert grassland site, maintained seasonal shifts in dietary niche   width corresponding to periods of favorable growth conditions for the   more nutritious C-3 plants. Production of offspring was strongly and   positively correlated with C-3 resource use as indicated by delta C-13   values in metabolically active tissues (plasma and red blood cells), but   not with delta C-13 values in adipose tissues used for long-term energy   storage, or with foraging niche widths. These findings demonstrate that   assimilation of energy from C-3 plants is associated with increased   reproductive output and that drought conditions importantly constrain   the resource base available to C. gunnisoni. The link between plant   nutritional quality and demographic parameters highlights the role of   abiotic regulation within this reportedly disease-limited species.",233,NO,IF,,,,,
"Wilfred O. Odadi, Meha Jain, Sipke E. Van Wieren, Herbert H. T. Prins, Daniel I. Rubenstein",2011,Facilitation between bovids and equids on an African savanna,EVOLUTIONARY ECOLOGY RESEARCH,237-252,237-252,NA,"Background: Equids, especially zebras and donkeys, and cattle (bovids)   share habitats in many savanna ecosystems in Africa. The issue of   competition for food between these ungulate guilds remains largely   unresolved. Resolving it will provide insights into how wild zebra are   likely to interact with cattle on shared landscapes and suggest best   practices for cattle owners who must decide whether to tolerate wild   ungulates, some of which are severely threatened (e.g. Grevy's zebra,   Equus grevyi).   Aim: Determine whether an equid and a bovid compete in a semi-arid   savanna in Kenya.   Organisms: Boran cattle (Bos indict's) and donkeys (Equus africanus   asinus) the latter as surrogates for zebras.   Methodology: Experiments to measure performance (weight gains), bite   rates, diet quality (digestible organic matter and crude protein), and   gastrointestinal worm burdens (parasite egg count per unit weight of   faeces) of the two ungulate species when herded separately (single   species) or together (mixed species). We used two stocking levels:   low-density (one animal per 7 ha), a level typical of commercial   ranchers: and high-density (one animal per 2 ha), a level typical of   pastoral herders.   Principal findings: When herded together, both species gained more   weight, had higher bite rates (especially at low stocking density), and   selected diets with a more favourable balance between digestible organic   matter and crude protein, than when herded separately. In addition,   parasite egg output in faeces of donkeys was reduced by 14-35\%   following shared foraging with cattle.   Conclusion: Cattle (a ruminant) and donkeys (hindgut fermenters, closely   related to zebras) showed no evidence of competion with each other.   Rather, our results show a facilitative, rather than a competitive,   interaction between them.",234,NO,IF,,,,,
"K. Stanford, T. A. McAllister, T. Reuter, W. Xu, J. R. Moyer, F. J. Larney",2009,Biocontained Mortality Compost Using Liquid Manure,COMPOST SCIENCE \& UTILIZATION,158-165,158-165,NA,"During disease outbreaks, composting has been used to safely dispose of   carcasses and infectious solid manure. However, optimized methods have   not been established to use liquid manure (> 80\% water content, WC)   from dairies as the substrate for mortality composting. In April of   2007, a 3x2 factorial study was conducted in wooden compost bins (240 x   240 x 140 cm) lined with 0.5 mm plastic to a height of 50 cm. Three   levels (LO, 95 kg; MED, 236 kg; HI, 606 kg wet wt.) of liquid manure   (91\% WC) were applied to barley straw containing a single calf   mortality (avg. wt 130 kg). Compost temperature and carcass degradation   were evaluated in each bin over 52 d. As an indication of compost   efficiency, viability of 4 types of weed seeds (wild buckwheat,   Polygonium convolvulus L, BW; dandelion, Taraxacum officinale, DL;   stinkweed, Thlaspi arvense L., SW; and wild oat, Avena fatua, WO) was   determined from seeds retained at the laboratory (Control) or from those   placed in sealed nylon bags (50 mu m pore size) embedded at 3 locations   in each bin. Initial C:N ratios ranged from 58:1 (HI) to 68:1 (LO),   while initial WC was 64,52 and 42\% for the HI, MED and LO treatments,   respectively. Rate of compost heating and peak temperature (58.6 vs.   46.5 degrees C) was increased (P < 0.05) for HI as compared to LO. Rate   of temperature decline was lower (P < 0.05) and calf decomposition was   visibly superior for HI as compared to LO. Viability of WO was   eliminated by all compost treatments, but that of BW increased (P <   0.05) in MED and LO as compared to Control. Although HI did not   eliminate BW viability, this treatment showed the the most promise for   incorporating liquid manure as a substrate in contained mortality   compost.",235,NO,IF,,,,,
"Pankaj Trivedi, Timothy Spann, Nian Wang",2011,Isolation and Characterization of Beneficial Bacteria Associated with   Citrus Roots in Florida,MICROBIAL ECOLOGY,324-336,324-336,10.1007/s00248-011-9822-y,"Cultivable diversity of bacteria associated with citrus was investigated   as part of a larger study to understand the roles of beneficial bacteria   and utilize them to increase the productive capacity and sustainability   of agro-ecosystems. Citrus roots from Huanglongbing (HLB) diseased   symptomatic and asymptomatic citrus were used in this study. A total of   227 and 125 morphologically distinct colonies were isolated and   characterized from HLB asymptomatic and symptomatic trees, respectively.   We observed that the frequency of bacterial isolates possessing various   plant beneficial properties was significantly higher in the asymptomatic   samples. A total of 39 bacterial isolates showing a minimum of five   beneficial traits related to mineral nutrition [phosphate (P)   solubilization, siderophore production, nitrogen (N) fixation],   development [indole acetic acid (IAA) synthesis], health [production   of antibiotic and lytic enzymes (chitinase)], induction of systemic   resistance [salicylic acid (SA) production], stress relief   [production of 1-amino-cyclopropane-1-carboxylate deaminase] and   production of quorum sensing [N-acyl homoserine lactones] signals were   characterized. A bioassay using ethidium monoazide (EMA)-qPCR was   developed to select bacteria antagonistic to Candidatus Liberibacter   asiaticus. Using the modified EMA-qPCR assay, we found six bacterial   isolates showing maximum similarity to Paenibacillus validus,   Lysinibacillus fusiformis, Bacillus licheniformis, Pseudomonas putida,   Microbacterium oleivorans, and Serratia plymutica could significantly   reduce the population of viable Ca. L. asiaticus in HLB symptomatic leaf   samples. In conclusion, we have isolated and characterized multiple   beneficial bacterial strains from citrus roots which have the potential   to enhance plant growth and suppress diseases.",236,NO,IF,,,,,
"Juan Jose Alava, Carlos Palomera, Leah Bendell, Peter S. Ross",2014,Pollution as an Emerging Threat for the Conservation of the Galapagos   Marine Reserve: Environmental Impacts and Management Perspectives,NA,247-283,247-283,10.1007/978-3-319-02769-2\_12,"The Galapagos Marine Reserve (GMR) is one of the most fragile marine   ecoregions to be preserved to benefit global biodiversity. Ongoing   continentalization and increasing human population diminish the degree   of isolation of the Galapagos, jeopardizing its socio-ecological system.   While tourism and fisheries activities stand by the islands' economy,   several anthropogenic stressors threaten the marine ecosystem. An   environmental assessment and literature survey were conducted to   characterize the coastal marine pollution impacts caused by human-made   activities. The assessment revealed that municipal waste incineration of   organic waste and plastics in open dump areas is a potential source of   unintentionally produced persistent organic pollutants such as dioxins   and furans. Plastic is one of the most abundant solid wastes at sea and   shorelines, representing 25 \% of the total marine debris. More than 50   \% of current-use pesticides applied in the agriculture zone of the   inhabited islands were identified as endocrine-disrupting chemicals,   underlying potential health effects in the endemic fauna. Oil spills and   traces of hydrocarbons threaten the long-term survival of marine species   due to the current reliance on fuel transported from Ecuador's mainland   coast. Concerted local and global management strategies are strongly   needed into the decision-making processes to protect the GMR from   chemical and biological assaults.",237,NO,IF,,,,,
