AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,include_article_review,exclude_reason,notes
"Beth Okamura, Stephen W. Feist",2011,Emerging diseases in freshwater systems,FRESHWATER BIOLOGY,627-637,627-637,10.1111/j.1365-2427.2011.02578.x,"P>1. Emerging diseases in marine and terrestrial systems have been the   subject of several high-profile syntheses but there are no such   overviews of emerging diseases in fresh waters. The distinct differences   associated with fresh waters merit the separate consideration given to   freshwater emerging diseases in this Special Issue.   2. Unique aspects of freshwater environments that can be expected to   influence disease emergence include the following: the extreme levels of   environmental degradation, overfishing and biodiversity loss arising   from preferential human settlement near freshwater bodies for millenia;   their relatively small volume and the attraction of animal aggregations   that promote disease transmission; and their role as arteries linking   terrestrial and marine environments.   3. Understanding emerging diseases entails addressing the multiple   drivers that influence the dynamics of host-parasite interactions in a   changing world. Structural and functional transformations of ecosystems   caused by overfishing may act as an important underlying driver.   4. Climate change may promote disease emergence, but environmental   change may cause some diseases to diminish as a result of changes in   distributions and abundances of hosts and disease agents. Furthermore,   rapid evolution may constrain disease emergence despite environmental   change.   5. Appreciating that parasites and pathogens are functional components   of healthy ecosystems and that their dynamics may even portend ecosystem   change would foster a more complete and balanced view of the value of   biodiversity and the ecological role of disease.   6. A multidisciplinary approach will enable a better understanding of   disease ecology in general and of freshwater emerging diseases as   manifestations of host-parasite interactions to a specific range of   conditions.",1097,N,ER,,,
"Matthew A. Bowker, Anita J. Antoninka, Rebecca A. Durham",2017,Applying community ecological theory to maximize productivity of   cultivated biocrusts,ECOLOGICAL APPLICATIONS,1958-1969,1958-1969,10.1002/eap.1582,"Degraded rangelands around the world may benefit from the   reestablishment of lost biological soil crusts (biocrusts, soil surface   cryptogamic-microbial communities). Cultivation of biocrust organisms is   the first step in this process, and may benefit from harnessing species   interactions. Species interactions are a dominant force structuring   ecological communities. One key element of community structure, species   richness, is itself important because it can promote the productivity of   the entire community. Here, we use biological soil crusts as a model to   test the effects of species interactions on production of biocrust   materials for use in ecosystem rehabilitation. We screened eight   different moss and lichen species from semiarid rangelands of Montana,   USA, for growth potential under two watering regimes. Mosses generally   grew well, but we were unable to cultivate the selected lichen species.   We produced a >400\% increase in the biomass of one species (Ceratodon   purpureus). We tested whether a parasite-host relationship between two   lichens could be used to enhance productivity of the parasite species,   but this also resulted in no net gain of lichen productivity. Finally,   we constructed all possible community combinations from a pool of five   moss species to test for overyielding (community productivity exceeding   that expected from the growth of community members in monoculture), and   to determine both if, and the mode in which, species richness increases   productivity. Polycultures yielded more than would be expected based   upon the production of community constituents in monoculture. Using   structural equation models, we determined that there was a modest effect   of species richness on community productivity (r = 0.24-0.25), which was   independent of a stronger effect of the identity of species in the   community (r = 0.41-0.50). These results will contribute to the   optimization of biocrust cultivation, promoting the development of this   emerging ecological rehabilitation technology.",1098,N,ER,,,
"D. H. B. Bisseleua, Dibier Begoude, Henri Tonnang, S. Vidal",2017,Ant-mediated ecosystem services and disservices on marketable yield in   cocoa agroforestry systems,AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,409-417,409-417,10.1016/j.agee.2017.07.004,"The impact of complex direct and indirect interactions between multiple   functional groups on plants is poorly documented. In tropical   agroecosystems, ants interact with crop mutualists and antagonists,   however, little is known about effects of dominants ant community   properties on the consequence of such cascading interactions which can   be measured through final ecosystem service, crop yield. Here, we   present a replicated ant fauna manipulation experiment in cocoa   agroecosystems, where we used ant exclusion treatments to test the   economic importance of the presence of ants, and two additional   treatments where we experimentally introduced one of two common dominant   ant species which allowed comparing their effects with those of the   naturally occurring ant fauna. The proximate aim was to assess the   impact of ants Crematogaster sp., aunponotus brutus Auguste Henri Forel   and Oecophylla longinoda Latreille on cacao yield, which is known to   depend on several, cascading intermediate ecosystem services (e.g.   control of specific pests). Ants provided ecosystem services in term of   reduced pest damage caused by Salhbergella singularis Hagh (Hemiptera:   Miridae) and Characoma stictigrapta limps (Lepidoptera: Noctuidae) but   also disservices such as increased pathogen disease caused by Phyphthora   megakarya Brasier and Griffin dissemination and indirectly enhanced   damage of other pest species. Yields were highest in non-manipulated and   species-rich ant communities, whereas ant exclusion and communities   dominated by a single species decreased yield by more than 30\%.   Associated ant communities between dominant and non-dominant species   resulted in the same yields as in non-manipulated controls. Dominant ant   communities maximized the control of a particular pest species, but not   cacao yield. We show a positive relationship between ant species rich   communities and financial performance and we postulate that complex   agroecosystems can offer competitive business opportunities for   small-scale farmers, while contributing to biodiversity conservation.   However, more interdisciplinary studies are needed to quantify financial   and biodiversity performance opportunities to allow up-scaling of these   findings.",1099,Y,ER,MAYBE,effects of PP and non-PP not separable,number of pods lost
"Sebastian Haenke, Barbara Scheid, Matthias Schaefer, Teja Tscharntke, Carsten Thies",2009,Increasing syrphid fly diversity and density in sown flower strips   within simple vs. complex landscapes,JOURNAL OF APPLIED ECOLOGY,1106-1114,1106-1114,10.1111/j.1365-2664.2009.01685.x,"1. The structural complexity of agricultural landscapes influences the   local biodiversity and associated ecosystem services. Hence, developing   effective biodiversity management requires a better understanding of the   relative importance of local and landscape changes, especially for   functionally important organisms such as hover flies benefiting from   flowering plants.   2. We examined hoverfly (Diptera: Syrphidae) communities in broad and   narrow sown flower strips, in naturally developed grassy strips and in   wheat fields (as a control). We also investigated the effects of these   four habitat types on syrphid occurrence in the adjacent wheat fields.   3. The relative influence of local vs. landscape effects was tested by   selecting study sites along a gradient of structural complexity from   simple landscapes (similar to 100\% arable land) to complex landscapes   (up to 70\% semi-natural habitats such as fallows, field margins, hedges   and grassland). Landscape complexity was assessed within landscape   sectors of 0.5-4.0 km radius around strips.   4. Syrphid density and in particular, the density of aphidophagous   species, was higher in narrow and broad sown flower strips compared to   grassy strips and wheat-wheat boundary controls at the milk-ripening   stage of the wheat. In addition, species richness of aphidophagous   syrphids within wheat fields adjacent to broad sown flower strips was   higher at the wheat peak-ripening stage. This indicates a spillover   between habitats and a positive effect of these sown flower strips on   potential biocontrol of cereal aphids. Flower densities and syrphid   diversity and density, respectively, were closely related.   5. Species richness and abundance in the sown flower strips increased as   the proportion of arable land in the surrounding landscape increased,   suggesting that within structurally simple landscapes (at 0.5-1 km   radius around the sites) syrphid flies concentrated on the most   rewarding resources within the sown flower strips. Sown flower strips   were more effective at increasing syrphid species richness and abundance   in simple landscapes, presumably because the creation of flower   resources made the greatest difference in such homogeneous, intensively   managed arable landscapes.   6. Synthesis and applications. Agri-environment schemes should take the   surrounding landscape characteristics into account when considering   using sown flower strips to enhance syrphid density and diversity, and   their biocontrol function, in arable landscapes. Creating locally such   flower strips is more effective in simple landscapes containing a high   proportion of arable land, while in complex landscapes, keeping the   overall diversity is important.",1100,N,ER,,,
"Richard C. Cobb, Ross K. Meentemeyer, David M. Rizzo",2016,Wildfire and forest disease interaction lead to greater loss of soil   nutrients and carbon,OECOLOGIA,265-276,265-276,10.1007/s00442-016-3649-7,"Fire and forest disease have significant ecological impacts, but the   interactions of these two disturbances are rarely studied. We measured   soil C, N, Ca, P, and pH in forests of the Big Sur region of California   impacted by the exotic pathogen Phytophthora ramorum, cause of sudden   oak death, and the 2008 Basin wildfire complex. In Big Sur, overstory   tree mortality following P. ramorum invasion has been extensive in   redwood and mixed evergreen forests, where the pathogen kills true oaks   and tanoak (Notholithocarpus densiflorus). Sampling was conducted across   a full-factorial combination of disease/no disease and burned/unburned   conditions in both forest types. Forest floor organic matter and   associated nutrients were greater in unburned redwood compared to   unburned mixed evergreen forests. Post-fire element pools were similar   between forest types, but lower in burned-invaded compared to   burned-uninvaded plots. We found evidence disease-generated fuels led to   increased loss of forest floor C, N, Ca, and P. The same effects were   associated with lower \% C and higher PO4-P in the mineral soil.   Fire-disease interactions were linear functions of pre-fire host   mortality which was similar between the forest types. Our analysis   suggests that these effects increased forest floor C loss by as much as   24.4 and 21.3 \% in redwood and mixed evergreen forests, respectively,   with similar maximum losses for the other forest floor elements.   Accumulation of sudden oak death generated fuels has potential to   increase fire-related loss of soil nutrients at the region-scale of this   disease and similar patterns are likely in other forests, where fire and   disease overlap.",1101,Y,ER,yes,,
"William J. McShea, William M. Healy, Patrick Devers, Todd Fearer, Frank H. Koch, Dean Stauffer, Jeff Waldon",2007,Forestry matters: Decline of oaks will impact wildlife in hardwood   forests,JOURNAL OF WILDLIFE MANAGEMENT,1717-1728,1717-1728,10.2193/2006-169,"Acorn production by oaks (Quercus spp.) is an important food resource   for wildlife in many deciduous forests. Its role as a hard mast crop   that can be either stored or used to build fat reserves for winter   survival cannot be replaced by most other potential foods. Changes in   forest management, introduced pests and pathogens, and increased deer   populations have resulted in significant changes in the demography of   oaks in eastern North America, as evident in Forest Inventory and   Analysis data. Specifically, maples (Acer spp.) are replacing oaks in   many forests through dominance of the younger age classes. These changes   are not yet obvious in mast production but will take decades to reverse.   Effective forest management for mast production is arguably one of the   more important tasks facing wildlife professionals, yet receives scant   attention by both public and private land managers. Public forests need   to explicitly include mast production in their forest planning and   reduce adversarial relationships over forest management. Market forces   are driving commercial forests toward forest certification. Private   forests compose 80\% of our oak forests and are the hardest group to   influence. States have not been able to effectively market forest plans   and we recommend joining with advocacy groups more adept at motivating   the public. Increased communication between wildlife and forestry   professionals is needed through agency restructuring and joint meetings   of professional agencies at the state level. Professional wildlife and   forest managers are encouraged to make increased use of monitoring data   and form a multiagency cooperative using a joint venture model, which   has been successful for other organizations.",1102,N,ER,,,
"E. Viruel, L. E. Erazzu, L. Martinez Calsina, M. A. Ferrero, M. E. Lucca, F. Sineriz",2014,Inoculation of maize with phosphate solubilizing bacteria: effect on   plant growth and yield,JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,819-831,819-831,NA,"Phosphate-Solubilizing Bacteria (PSB) improve plant growth, yield and   phosphorus content of several crops, and may be used as bioinoculant to   enhance sustainable production. We evaluated the response of maize (Zea   mays L.) to PSB inoculation under controlled and field conditions in   Tucuman, Argentina. A pot culture experiment was conducted to   investigate the effects of seven previously isolated PSB on early   development of plants. Seeds were treated with each bacterial strain,   and seedlings were harvested 30 days after inoculation. All strains   showed a positive effect on plant growth. A significant increment in   plant height (45\%), shoot dry weight (40\%) was determined in plants   treated with Pseudomonas tolaasii IEXb, while Pseudomonas koreensis SP28   has remarkably increased P content compared to the uninoculated control.   IEXb strain was selected and evaluated under field conditions in   combination with triple superphosphate (TSP) as P fertilizer. The   presence of IEXb strain stimulated seedling emergence (8\%), shoot   length (19\%), grain yield (44\%), 1000-grain weight (18\%), total dry   biomass (32\%) and P content (56\%) of maize plants. In general, P.   tolaasii IEXb inoculation was more efficient as bioinoculant without P   fertilizer than with TSP. These results provide baseline information for   future studies of P. tolaasii IEXb as bioinoculant to promote an   eco-friendly and sustainable agriculture.",1103,N,ER,,,
"Allison K. Shaw, Angela Peace, Alison G. Power, Nilsa A. Bosque-Perez",2017,Vector population growth and condition-dependent movement drive the   spread of plant pathogens,ECOLOGY,2145-2157,2145-2157,10.1002/ecy.1907,"Plant viruses, often spread by arthropod vectors, impact natural and   agricultural ecosystems worldwide. Intuitively, the movement behavior   and life history of vectors influence pathogen spread, but the relative   contribution of each factor has not been examined. Recent research has   highlighted the influence of host infection status on vector behavior   and life history. Here, we developed a model to explore how vector   traits influence the spread of vector-borne plant viruses. We allowed   vector life history (growth rate, carrying capacity) and movement   behavior (departure and settlement rates) parameters to be conditional   on whether the plant host is infected or healthy and whether the vector   is viruliferous (carrying the virus) or not. We ran simulations under a   wide range of parameter combinations and quantified the fraction of   hosts infected over time. We also ran case studies of the model for   Barley yellow dwarf virus, a persistently transmitted virus, and for   Potato virus Y, a non-persistently transmitted virus. We quantified the   relative importance of each parameter on pathogen spread using Latin   hypercube sampling with the statistical partial rank correlation   coefficient technique. We found two general types of mechanisms in our   model that increased the rate of pathogen spread. First, increasing   factors such as vector intrinsic growth rate, carrying capacity, and   departure rate from hosts (independent of whether these factors were   condition-dependent) led to more vectors moving between hosts, which   increased pathogen spread. Second, changing condition-dependent factors   such as a vector's preference for settling on a host with a different   infection status than itself, and vector tendency to leave a host of the   same infection status, led to increased contact between hosts and   vectors with different infection statuses, which also increased pathogen   spread. Overall, our findings suggest that vector population growth   rates had the greatest influence on rates of virus spread, but rates of   vector dispersal from infected hosts and from hosts of the same   infection status were also very important. Our model highlights the   importance of simultaneously considering vector life history and   behavior to better understand pathogen spread. Although developed for   plant viruses, our model could readily be utilized with other   vector-borne pathogen systems.",1104,N,ER,,,
"Cameron H. Ainsworth, Peter J. Mumby",2015,Coral-algal phase shifts alter fish communities and reduce fisheries   production,GLOBAL CHANGE BIOLOGY,165-172,165-172,10.1111/gcb.12667,"Anthropogenic stress has been shown to reduce coral coverage in   ecosystems all over the world. A phase shift towards an algae-dominated   system may accompany coral loss. In this case, the composition of the   reef-associated fish assemblage will change and human communities   relying on reef fisheries for income and food security may be negatively   impacted. We present a case study based on the Raja Ampat Archipelago in   Eastern Indonesia. Using a dynamic food web model, we simulate the loss   of coral reefs with accompanied transition towards an algae-dominated   state and quantify the likely change in fish populations and fisheries   productivity. One set of simulations represents extreme scenarios,   including 100\% loss of coral. In this experiment, ecosystem changes are   driven by coral loss itself and a degree of habitat dependency by reef   fish is assumed. An alternative simulation is presented without assumed   habitat dependency, where changes to the ecosystem are driven by   historical observations of reef fish communities when coral is lost. The   coral-algal phase shift results in reduced biodiversity and ecosystem   maturity. Relative increases in the biomass of small-bodied fish species   mean higher productivity on reefs overall, but much reduced landings of   traditionally targeted species.",1105,Y,ER,no,no data on PP,simulation
"Jennifer R. Brum, Ryan O. Schenck, Matthew B. Sullivan",2013,Global morphological analysis of marine viruses shows minimal regional   variation and dominance of non-tailed viruses,ISME JOURNAL,1738-1751,1738-1751,10.1038/ismej.2013.67,"Viruses influence oceanic ecosystems by causing mortality of   microorganisms, altering nutrient and organic matter flux via lysis and   auxiliary metabolic gene expression and changing the trajectory of   microbial evolution through horizontal gene transfer. Limited host range   and differing genetic potential of individual virus types mean that   investigations into the types of viruses that exist in the ocean and   their spatial distribution throughout the world's oceans are critical to   understanding the global impacts of marine viruses. Here we evaluate   viral morphological characteristics (morphotype, capsid diameter and   tail length) using a quantitative transmission electron microscopy   (qTEM) method across six of the world's oceans and seas sampled through   the Tara Oceans Expedition. Extensive experimental validation of the   qTEM method shows that neither sample preservation nor preparation   significantly alters natural viral morphological characteristics. The   global sampling analysis demonstrated that morphological characteristics   did not vary consistently with depth (surface versus deep chlorophyll   maximum waters) or oceanic region. Instead, temperature, salinity and   oxygen concentration, but not chlorophyll a concentration, were more   explanatory in evaluating differences in viral assemblage morphological   characteristics. Surprisingly, given that the majority of cultivated   bacterial viruses are tailed, non-tailed viruses appear to numerically   dominate the upper oceans as they comprised 51-92\% of the viral   particles observed. Together, these results document global marine viral   morphological characteristics, show that their minimal variability is   more explained by environmental conditions than geography and suggest   that non-tailed viruses might represent the most ecologically important   targets for future research.",1106,N,ER,,,
"Nancy K. Bockino, Daniel B. Tinker",2012,Interactions of White Pine Blister Rust and Mountain Pine Beetle in   Whitebark Pine Ecosystems in the Southern Greater Yellowstone Area,NATURAL AREAS JOURNAL,31-40,31-40,10.3375/043.032.0105,"Whitebark pine (Pinus albicaulis) is a fundamental component of alpine   and subalpine habitats in the Greater Yellowstone Ecosystem. The   magnitude of current white pine blister rust (WPBR) infection caused by   the pathogen Cronartium ribicola and mountain pine beetle (MPB;   Dendroctonus ponderosae) impacts, combined with the effect of climate   change on beetle population dynamics, are placing this foundation   species in a precarious state. We collected stand- and tree-level data   in three whitebark pine systems in the southern Greater Yellowstone   Ecosystem to evaluate current conditions and to determine how   characteristics of individual whitebark pine trees, including the   presence and severity of white pine blister rust, influence host   selection by the MPB. Data revealed that 45\% of all whitebark pine   trees sampled were dead. In addition, 67\% of all trees sampled were   attacked by MPB, 83\% were infected with WPBR, and 62\% were affected by   both. Whitebark pine trees that were selected as hosts by MPB exhibited   significantly greater blister rust severity than trees that were not   selected. Multiple logistic regression analyses identified a complex set   of tree characteristics related to host selection by MPB; in addition to   rust severity, stand type (mixed species or pure whitebark pine) and   tree diameter were also significant predictors of selection. The   interaction among MPB selection patterns, blister rust severity, tree   diameter, and stand type quantified in this study will likely continue   to influence the disturbance pattern and severity in whitebark pine   ecosystems in the Greater Yellowstone Area. Understanding these patterns   is critical to successful management of whitebark pine forests in this   region.",1107,N,ER,,,
O. Spring,2009,Transition of secondary to systemic infection of sunflower with   Plasmopara halstedii - An underestimated factor in the epidemiology of   the pathogen,FUNGAL ECOLOGY,75-80,75-80,10.1016/j.funeco.2008.12.003,"Plasmopara halstedii, the downy mildew pathogen of sunflower causes   significant economic loss world-wide, mostly through soilborne systemic   infection of seedlings. Natural infection of sunflower with P. halstedii   was monitored in a sunflower field cultivated for ornamental purpose in   soil where no sunflower had been grown before. Local and systemic   infections were observed in plants of different developmental stages   which were sown in five consecutive field plots between Apr. and Jul.   The airborne origin of the infection by zoosporangia was concluded from   field history, pathogenic symptoms, time course of infection and   microscopic investigation of mycelium distribution in stems. A high   potential for transition from local to systemic infection was found, at   least in ornamental sunflower cultivation under the typical weather   conditions in Central Europe. This questions the paradigm that   economically and epidemiologically relevant sunflower downy mildew   incidences are only derived from subterranean infections. Airborne   secondary infections, as they may occur in all developmental stages and   on all organs of the host plant, are responsible for late systemic   infection and can play a key role in the production of contaminated   seeds carrying the pathogen into the next season. (C) 2008 Elsevier Ltd   and The British Mycological Society. All rights reserved.",1108,N,ER,,,
