STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include_do_not_use,screened_by,include_article_review,exclude_reason,note,exclude_reason_old
68,Tao,MAYBE,"Giuliano Bonanomi, Guido Incerti, Marina Allegrezza",2013,"Assessing the impact of land abandonment, nitrogen enrichment and   fairy-ring fungi on plant diversity of Mediterranean grasslands",BIODIVERSITY AND CONSERVATION,2285-2304,2285-2304,10.1007/s10531-013-0502-8,"Semi-natural calcareous grasslands are of great conservation interest   because of their high species richness, but they are threatened by land   abandonment and nitrogen eutrophication. These plant communities evolved   as a result of a long history of human activity, which generated and   maintained these habitats by extensive grazing and mowing. Calcareous   grasslands are listed as a priority for conservation in the EC Habitats   Directive. However, the effects of different management regimes,   nitrogen enrichment, and soil-borne pathogens on plant species diversity   are less clear for grasslands of the Mediterranean Basin, compared to   meadows in Northern and Central Europe. In this study, we assessed the   impact of land abandonment, nitrogen enrichment, and fairy-ring fungi on   species diversity in semi-natural grasslands found in the Mediterranean   Basin by comparing the available literature with findings from recent   studies carried out in Central Italy. In a series of field experiments,   the cutting of abandoned grassland consistently reduced the living   biomass of the dominant perennial grasses, such as Brachypodium rupestre   and Bromus erectus, and promoted a rapid increase in species richness   and diversity by allowing the establishment of rare species. There was a   similar, but less effective, restoration of species diversity and   composition in mowed grassland after litter removal. We also show that   nitrogen enrichment at levels comparable to atmospheric deposition   depresses species diversity, which also hampers the positive effects of   litter removal. Our findings are consistent with previous results   achieved in Northern and Central Europe, which however, mainly focused   on grasslands with intermediate to high primary productivity levels. The   limited availability of data from low-productivity, drought-prone   Mediterranean grasslands requires further studies to assess the impact   of land abandonment and nitrogen eutrophication in such ecosystems.   Finally, we discuss the role of fairy-ring fungi in the maintenance of   plant diversity in species-rich grassland. We show that fairy-ring fungi   (e.g. Agaricus campestris) critically affect the spatial distribution   and diversity of coexisting plant species. By killing the dominant   perennial herbs, these radially growing plant pathogens produce empty   niches for rare, short-lived species, thus affecting the vegetation   pattern. Overall, our results are of interest for environmental   managers, as they provide guidelines for the restoration of abandoned   areas and the conservation of these species-rich habitats.",340,NA,TH,NO,data on PP but not on ecosystem processes affected by PP,,"effects of PP on ecosystem process described qualitatively, not quantitatively"
71,Tao,MAYBE,"Eric Allan, Jasper van Ruijven, Michael J. Crawley",2010,Foliar fungal pathogens and grassland biodiversity,ECOLOGY,2572-2582,2572-2582,10.1890/09-0859.1,"By attacking plants, herbivorous mammals, insects, and belowground   pathogens are known to play an important role in maintaining   biodiversity in grasslands. Foliar fungal pathogens are ubiquitous in   grassland ecosystems, but little is known about their role as drivers of   community composition and diversity. Here we excluded foliar fungal   pathogens from perennial grassland by using fungicide to determine the   effect of natural levels of disease on an otherwise undisturbed plant   community. Importantly, we excluded foliar fungal pathogens along with   rabbits, insects, and mollusks in a full factorial design, which allowed   a comparison of pathogen effects along with those of better studied   plant enemies. This revealed that fungal pathogens substantially reduced   aboveground plant biomass and promoted plant diversity and that this   especially benefited legumes. The scale of pathogen effects on   productivity and biodiversity was similar to that of rabbits and   insects, but different plant species responded to the exclusion of the   three plant enemies. These results suggest that theories of plant   coexistence and management of biodiversity in grasslands should consider   foliar fungal pathogens as potentially important drivers of community   composition.",343,NA,TH,YES,,,
72,Tao,MAYBE,"Treena I. Burgess, John K. Scott, Keith L. Mcdougall, Michael J. C. Stukely, Colin Crane, William A. Dunstan, Frances Brigg, Vera Andjic, Diane White, Tim Rudman, Frans Arentz, Noboru Ota, Giles E. St. J. Hardy",2017,"Current and projected global distribution of Phytophthora cinnamomi, one   of the world's worst plant pathogens",GLOBAL CHANGE BIOLOGY,1661-1674,1661-1674,10.1111/gcb.13492,"Globally, Phytophthora cinnamomi is listed as one of the 100 worst   invasive alien species and active management is required to reduce   impact and prevent spread in both horticulture and natural ecosystems.   Conversely, there are regions thought to be suitable for the pathogen   where no disease is observed. We developed a CLIMEX model for the global   distribution of P. cinnamomi based on the pathogen's response to   temperature and moisture and by incorporating extensive empirical   evidence on the presence and absence of the pathogen. The CLIMEX model   captured areas of climatic suitability where P. cinnamomi occurs that is   congruent with all available records. The model was validated by the   collection of soil samples from asymptomatic vegetation in areas   projected to be suitable by the model for which there were few records.   DNA was extracted, and the presence or absence of P. cinnamomi was   determined by high-throughput sequencing (HTS). While not detected using   traditional isolation methods, HTS detected P. cinnamomi at higher   elevations in eastern Australia and central Tasmania as projected by the   CLIMEX model. Further support for the CLIMEX model was obtained using   the large data set from south-west Australia where the proportion of   positive records in an area is related to the Ecoclimatic Index value   for the same area. We provide for the first time a comprehensive global   map of the current P. cinnamomi distribution, an improved CLIMEX model   of the distribution, and a projection to 2080 of the distribution with   predicted climate change. This information provides the basis for more   detailed regional-scale modelling and supports risk assessment for   governments to plan management of this important soil-borne plant   pathogen.",344,NA,TH,NO,data on PP but not on ecosystem processes affected by PP,,data on PP presence/absence but not on ecosystem effects
95,Tao,MAYBE,"Linlin Xie, Xueli He, Kun Wang, Lifeng Hou, Qian Sun",2017,Spatial dynamics of dark septate endophytes in the roots and   rhizospheres of Hedysarum scoparium in northwest China and the influence   of edaphic variables,FUNGAL ECOLOGY,135-143,135-143,10.1016/j.funeco.2017.01.007,"Spatial dynamics of DSE in the roots and rhizospheres of Hedysarum   scoparium Fisch. et Mey. and soil factors were investigated at seven   arid and semi-arid locations in northwest China in July 2015. Sampling   sites were found to have a significant influence on the morphology,   components, distribution, and infection of DSE in the roots of H.   scoparium. Of nine DSE species isolated from H. scoparium roots, five   are reported here for the first time from desert ecosystems. Hyphal   infection in roots was positively correlated with soil urease and   phosphatase activity. The presence of microscldrotia in roots was   positively correlated with soil ammonium, and negatively correlated with   soil organic matter and pH. We conclude that DSE infection is spatially   predictable, and is influenced by nutrient availability and enzymatic   activity. This research provides a basis for further understanding the   ecological functions of DSE, and their roles in the promotion of   vegetation restoration and in reducing erosion and desertification in   arid ecosystems. (C) 2017 Elsevier Ltd and British Mycological Society.   All rights reserved.",367,NA,TH,NO,no data on PP,,no data on PP (non-pathogenic endophytes)
105,Tao,MAYBE,"Dana R. Nossov, Teresa N. Hollingsworth, Roger W. Ruess, Knut Kielland",2011,"Development of Alnus tenuifolia stands on an Alaskan floodplain:   patterns of recruitment, disease and succession",JOURNAL OF ECOLOGY,621-633,621-633,10.1111/j.1365-2745.2010.01792.x,"1. We investigated the population dynamics of the keystone symbiotic   N-fixing species Alnus tenuifolia (thinleaf alder) and the patterns of   primary succession on the Tanana River floodplains of interior Alaska,   USA. The goals of this study were to characterize (i) the variation in   the population structure of thinleaf alder and its influence on   ecosystem function; (ii) the role of a fungal disease outbreak in   driving the population dynamics of thinleaf alder; (iii) the patterns of   landscape-scale thinleaf alder recruitment; and (iv) the variation in   successional pathways across the landscape.   2. Soil N concentrations and pools increased tenfold with thinleaf alder   stand age due to the accumulation of N-rich organic material. Alder stem   density varied threefold among early successional stands, and was   directly related to soil N.   3. The current outbreak of a fungal disease caused widespread branch   dieback and mortality of alder. Young stems were disproportionately   susceptible to disease-induced mortality. Overall disease incidence and   mortality of young stems were positively related to alder stem density.   4. Thinleaf alder age structures revealed that landscape-scale   recruitment was pulsed over time.   5. Multiple pathways of primary succession were found using indirect   gradient analysis and associated environmental characteristics were   described.   6. Synthesis. The population dynamics of thinleaf alder and the   inter-relationship with disease-driven disturbance can strongly   influence soil N accumulation and ecosystem function in primary   succession on an active glacial floodplain. The temporal pattern of   thinleaf alder recruitment across the landscape appears to reflect the   influence of the hydrologic regime on silt bar development and alder   dispersal limitation and population dynamics. Differential life history   traits explain the predominant successional pathway, but an alternative   successional pathway suggests this pattern can be altered by stochastic   events, disturbance, environmental variation or other factors.",377,NA,TH,NO,data on PP but not on ecosystem processes affected by PP,,"no information on ecosystem effects (stem density live vs. dead, incidence, mortality)"
137,Tao,MAYBE,"An-Yi Tsai, Gwo-Ching Gong, Wei-Lun Chang",2016,Control of nanoflagellate abundance by microzooplankton and viruses in a   coastal ecosystem of the subtropical western Pacific,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,57-62,57-62,10.1016/j.jembe.2016.04.004,"Little is known about the factors controlling variations in   nanofiagellate abundance in oceanic environments. In this study,   combined size-fractionation with dilution experiments were performed to   measure nanofiagellate growth rates, microzooplankton grazing, and   virus-mediated mortality collected three times during the summer of   2013. Heterotrophic and pigmented nanofiagellate growth rates varied   from 0.39 to 0.49 d(-1) and 039 to 0.52 d(-1), respectively. Moreover,   PNF and HNF loss rates varied from 0.19 to 0.23 d(-1) and 0.17 to 0.25   d(-1), respectively. In these cases, a significant impact of   microzooplankton grazing was detected, highlighting the important role   of microzooplanktons in transferring carbon bound in nanofiagellates to   higher trophic levels in this study area. Nanofiagellate net growth rate   was not increased in the virus-diluted treatments, suggesting that there   was no impact of viral lysis on the mortality of nanofiagellates during   summer periods. Furthermore, these results showed a decrease of   Synechococcus spp. and bacterial abundance with removal of viruses, and   a subsequent decrease in nanofiagellate growth. This result implies that   viral infection is an important mechanism in nutrient recycling under   oligotrophic oceanic conditions in summer. (C) 2016 Elsevier B.V. All   rights reserved.",409,NA,TH,NO,data on PP but not on ecosystem processes affected by PP,,"no information on ecosystem effects (abundance of  bacteria, Synechococcus spp. and nanoflagellates; not biomass or nutrient; question about whether to count because these include photosynthetic hosts). don't include if just abundance."
139,Tao,MAYBE,"P. E. Gundel, M. Helander, L. A. Garibaldi, B. R. Vazquez-de-Aldana, I. Zabalgogeazcoa, K. Saikkonen",2017,"Direct and indirect effects of the fungal endophyte EpichloA <<   uncinatum on litter decomposition of the host grass, Schedonorus   pratensis",PLANT ECOLOGY,1107-1115,1107-1115,10.1007/s11258-017-0755-5,"Microbial plant symbionts have been suggested to mediate plant-soil   feedback and affect ecosystem functions. Systemic EpichloA << fungal   endophytes of grasses are found to mediate litter decomposition. These   effects are often linked to alkaloids produced by EpichloA << species,   which are hypothesized to negatively affect decomposers. Although   endophytes have been found to affect plant community and soil biota,   direct (through litter quality) and indirect (through the environment)   effects of fungal endophytes on litter decomposition have been scarcely   scrutinized. We placed litterbags with endophyte-symbiotic (E+) and   non-symbiotic (E-) Schedonorus pratensis plant litter in plots dominated   by E+ or E- plants of the same species, and followed the dynamics of   mass losses over time. We predicted the endophyte would hinder   decomposition through changes in litter quality and that both types of   litter would decompose faster in home environments. E+ litter decomposed   faster in both environments. The mean difference between decomposition   rate of E+ and E- litter tended to be higher in E- plots. Nitrogen and   phosphorus, two elements usually associated with high decomposition   rates, were significantly lower in E+ litter. We also detected a higher   proportion of C in the cellulose form in E+ litter. Contrary to the   general assumption, we found that symbiosis with EpichloA << fungal   endophytes can be associated with higher decomposition of plant litter.   Since direct effects of EpichloA << fungi were still stronger than   indirect effects, it is suggested that besides the alkaloids, other   changes in plant biomass would explain in a context-dependent manner,   the endophyte effects on the litter decomposition.",411,NA,TH,NO,no data on PP,,non-pathogenic endophytes -- no data on PP 
176,Tao,MAYBE,"Takeshi Miki, Takefumi Nakazawa, Taichi Yokokawa, Toshi Nagata",2008,Functional consequences of viral impacts on bacterial communities: a   food-web model analysis,FRESHWATER BIOLOGY,1142-1153,1142-1153,10.1111/j.1365-2427.2007.01934.x,"1. Viruses in aquatic ecosystems can alter the abundance of bacteria and   influence organic matter flows and bacterial community composition, but   the combined effects of the multiple processes involved in the   bacteria-mediated carbon cycle are not entirely clear.   2. We developed a new conceptual model that incorporates a fundamental   but neglected aspect of bacteria-organic matter interactions: that   different bacterial groups utilize different kinds of organic matter. In   addition, the model incorporates several other realistic features of   microbial food webs, including the presence of lysogenic viruses,   bacterial resistance to viral infection and dependence of protozoan   grazing rate on viral infection.   3. Our model analysis indicates that a `viral shunt' view (i.e. viruses   enhance bacterial utilization of organic carbon through regeneration of   organic matter but diminish carbon flow to higher trophic levels) is   robust, regardless of the specific situations we examined by either   incorporating or ignoring various features of microbial food webs.   4. We also found that host-specific mortality induced by viral infection   changes the bacterial utilization of different types of organic matter,   which was attributable to diminished `apparent competition' between   predator-sharing bacterial groups that use different carbon sources.   This mechanism can facilitate transformation to carbon dioxide of   diverse types of carbon sources (e.g. organic matter of algal and   terrestrial origin, methane or xenobiotics) and extends the previously   recognized roles of viruses in microbial food webs.",448,NA,TH,NO,modeling study,,modeling study
195,Tao,MAYBE,"R. Drew Sieg, Kevin Wolfe, Drew Willey, Vicky Ortiz-Santiago, Julia Kubanek",2013,Chemical defenses against herbivores and fungi limit establishment of   fungal farms on salt marsh angiosperms,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,122-130,122-130,10.1016/j.jembe.2013.05.007,"Within coastal salt marshes of eastern North America, the snail   Littoraria irrorata facilitates fungal growth on live plant tissues to   gain access to a palatable and nutritious fungal food source. This   snail-fungal mutualism increases exposure of the foundation species   Spartina alterniflora to infection, whereas fungal farming on other   local marsh plants is rarely observed. We sought to identify traits from   five salt marsh angiosperm species, such as chemical defenses against   snails or fungi, which restrict L. irrorata habitat choice, feeding   patterns, and ability to establish fungal farms. In the field and in   mesocosm experiments, L. irrorata densities were significantly higher on   S. alterniflora than on other available plants, indicating that S.   alterniflora is a favored habitat for I. irrorata. Highly avoided plants   were rich in chemical defenses that rendered these plants unpalatable to   L irrorata in feeding trials, whereas S. alterniflora extracts deterred   L. irrorata feeding only slightly. Removal of plant structure did not   alter L irrorata preferences indicating a negligible role of tissue   toughness as a defense. All plants in our study produced compounds that   inhibited growth of fungi typically farmed by L. irrorata, although S.   alterniflora antifungal compounds were weaker than those of other plant   species, consistent with the observation of fungi only on wounded S.   alterniflora tissues. We propose that the weak chemical defenses   produced by S. alterniflora make it a preferred plant for fungal   farming, whereas less abundant species that invest in potent chemical   defenses against grazers and fungi are not as frequently colonized,   consumed, or subjected to fungal farming by L irrorata. The inability of   S. alterniflora to adequately deter herbivores and pathogens may lead to   increasing losses in plant biomass and reduce the ecosystem services   provided by this foundational species. (C) 2013 Elsevier B.V. All rights   reserved.",467,NA,TH,MAYBE,effects of PP and non-PP not separable,,chemical defenses are against both herbivores and fungi; cannot distringuish effects of fungi vs. plant defenses on herbivory by snails
202,Tao,MAYBE,"Abdul R. Sheik, Corina P. D. Brussaard, Gaute Lavik, Phyllis Lam, Niculina Musat, Andreas Krupke, Sten Littmann, Marc Strous, Marcel M. M. Kuypers",2014,Responses of the coastal bacterial community to viral infection of the   algae Phaeocystis globosa,ISME JOURNAL,212-225,212-225,10.1038/ismej.2013.135,"The release of organic material upon algal cell lyses has a key role in   structuring bacterial communities and affects the cycling of biolimiting   elements in the marine environment. Here we show that already before   cell lysis the leakage or excretion of organic matter by infected yet   intact algal cells shaped North Sea bacterial community composition and   enhanced bacterial substrate assimilation. Infected algal cultures of   Phaeocystis globosa grown in coastal North Sea water contained gamma-and   alphaproteobacterial phylotypes that were distinct from those in the   non-infected control cultures 5 h after infection. The   gammaproteobacterial population at this time mainly consisted of   Alteromonas sp. cells that were attached to the infected but still   intact host cells. Nano-scale secondary-ion mass spectrometry (nanoSIMS)   showed similar to 20\% transfer of organic matter derived from the   infected C-13- and N-15-labelled P. globosa cells to Alteromonas sp.   cells. Subsequent, viral lysis of P. globosa resulted in the formation   of aggregates that were densely colonised by bacteria. Aggregate   dissolution was observed after 2 days, which we attribute to   bacteriophage-induced lysis of the attached bacteria. Isotope mass   spectrometry analysis showed that 40\% of the particulate C-13-organic   carbon from the infected P. globosa culture was remineralized to   dissolved inorganic carbon after 7 days. These findings reveal a novel   role of viruses in the leakage or excretion of algal biomass upon   infection, which provides an additional ecological niche for specific   bacterial populations and potentially redirects carbon availability.",474,NA,TH,YES,,,
238,Tao,MAYBE,"Jana S. Petermann, Christine B. Mueller, Alexandra Weigelt, Wolfgang W. Weisser, Bernhard Schmid",2010,Effect of plant species loss on aphid-parasitoid communities,JOURNAL OF ANIMAL ECOLOGY,709-720,709-720,10.1111/j.1365-2656.2010.01674.x,"P>1. The consequences of species loss on ecosystem functioning within a   single trophic level have been extensively studied. However, the loss of   basal species is likely to have profound impacts on the abundance,   richness and ecosystem functioning of species at higher trophic levels.   2. Here, we used experimentally established plant communities with a   species richness gradient to study the effects of plant species loss on   a multi-trophic insect community in the field. We measured densities and   species richness of aphids and parasitic wasps (primary, secondary and   facultative tertiary parasitoids of aphids) that naturally colonized the   grassland plots.   3. Furthermore, we calculated two ecosystem functions: aphid load (the   number of aphid individuals per host plant biomass used as a proxy for   herbivory) and parasitism rate. We used structural equation models to   explore pathways of direct and indirect effects of plant species   richness on higher trophic levels.   4. We found that the densities and richness of species at all trophic   levels were influenced by changes in plant species richness. The effects   were rarely direct, but instead mediated by the abundance and species   richness of aphid host plants and subsequent trophic levels.   5. The herbivore and primary parasitoid levels were most directly   affected by changes in plant species richness, with highest insect   densities and species richness occurring at intermediate plant species   richness. The densities and species richness of secondary parasitoids   declined linearly with plant species richness owing to sparser   resources, resulting in shorter food chains in communities with the   highest plant species richness.   6. Aphid load was highest at intermediate plant species richness and   negatively affected by both host plant biomass and host plant species   richness. Parasitism rate was mostly affected indirectly via aphid   density and overall only weakly negatively related to plant species   richness.   7. Our results demonstrate that plant species richness can have strong   cascading effects up to high trophic levels. However, their direction   may differ at the lower and higher ends of the plant species richness   spectrum, cautioning against simplifying consequences of plant species   loss for specialist food webs that may become limited by sparse   resources at high plant richness.",510,NA,TH,NO,data on PP but not on ecosystem processes affected by PP,,"infection prevalence, not biomass of parasitoids; no info on ecosystem function affected by PP"
