AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,screened_by,include_article_review,exclude_reason,note
"Steffen Ehrmann, Jaan Liira, Stefanie Gaertner, Karin Hansen, Joerg Brunet, Sara A. O. Cousins, Marc Deconchat, Guillaume Decocq, Pieter De Frenne, Pallieter De Smedt, Martin Diekmann, Emilie Gallet-Moron, Annette Kolb, Jonathan Lenoir, Jessica Lindgren, Tobias Naaf, Taavi Paal, Alicia Valdes, Kris Verheyen, Monika Wulf, Michael Scherer-Lorenzen",2017,Environmental drivers of Ixodes ricinus abundance in forest fragments of   rural European landscapes,BMC ECOLOGY,NA,NA,10.1186/s12898-017-0141-0,"Background: The castor bean tick (Ixodes ricinus) transmits infectious   diseases such as Lyme borreliosis, which constitutes an important   ecosystem disservice. Despite many local studies, a comprehensive   understanding of the key drivers of tick abundance at the continental   scale is still lacking. We analyze a large set of environmental factors   as potential drivers of I. ricinus abundance. Our multi-scale study was   carried out in deciduous forest fragments dispersed within two   contrasting rural landscapes of eight regions, along a macroclimatic   gradient stretching from southern France to central Sweden and Estonia.   We surveyed the abundance of I. ricinus, plant community composition,   forest structure and soil properties and compiled data on landscape   structure, macroclimate and habitat properties. We used linear mixed   models to analyze patterns and derived the relative importance of the   significant drivers.   Results: Many drivers had, on their own, either a moderate or small   explanatory value for the abundance of I. ricinus, but combined they   explained a substantial part of variation. This emphasizes the complex   ecology of I. ricinus and the relevance of environmental factors for   tick abundance. Macroclimate only explained a small fraction of   variation, while properties of macro- and microhabitat, which buffer   macroclimate, had a considerable impact on tick abundance. The amount of   forest and the composition of the surrounding rural landscape were   additionally important drivers of tick abundance. Functional   (dispersules) and structural (density of tree and shrub layers)   properties of the habitat patch played an important role. Various   diversity metrics had only a small relative importance. Ontogenetic tick   stages showed pronounced differences in their response. The abundance of   nymphs and adults is explained by the preceding stage with a positive   relationship, indicating a cumulative effect of drivers.   Conclusions: Our findings suggest that the ecosystem disservices of   tick-borne diseases, via the abundance of ticks, strongly depends on   habitat properties and thus on how humans manage ecosystems from the   scale of the microhabitat to the landscape. This study stresses the need   to further evaluate the interaction between climate change and ecosystem   management on I. ricinus abundance.",1368,NO,SL,,,
Ryan F. Hechinger,2013,"A Metabolic and Body-Size Scaling Framework for Parasite Within-Host   Abundance, Biomass, and Energy Flux",AMERICAN NATURALIST,234-248,234-248,10.1086/670820,"Energetics may provide a useful currency for studying the ecology of   parasite assemblages within individual hosts. Parasite assemblages may   also provide powerful models to study general principles of ecological   energetics. Yet there has been little ecological research on   parasite-host energetics, probably due to methodological difficulties.   However, the scaling relationships of individual metabolic rate with   body or cell size and temperature may permit us to tackle the energetics   of parasite assemblages in hosts. This article offers the foundations   and initial testing of a metabolic theory of ecology (MTE) framework for   parasites in hosts. I first provide equations to estimate energetic flux   through observed parasite assemblages. I then develop metabolic scaling   theory for parasite abundance, energetics, and biomass in individual   hosts. In contrast to previous efforts, the theory factors in both host   and parasite metabolic scaling, how parasites use host space, and   whether energy or space dictates carrying capacity. Empirical tests   indicate that host energetic flux can set parasite carrying capacity,   which decreases as predicted considering the scaling of host and   parasite metabolic rates. The theory and results also highlight that the   phenomenon of ``energetic equivalence'' is not an assumption of MTE   but a possible outcome contingent on how species partition resources.   Hence, applying MTE to parasites can lend mechanistic, quantitative,   predictive insight into the nature of parasitism and can inform general   ecological theory.",1369,NO,SL,,,
"Xu Liu, Yongsheng Wang, Yuchen Tian, Yuan Yu, Mingqing Gao, Guangdong Hu, Feng Su, Shaohui Pan, Yan Luo, Zekun Guo, Fusheng Quan, Yong Zhang",2014,Generation of mastitis resistance in cows by targeting human lysozyme   gene to beta-casein locus using zinc-finger nucleases,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,NA,NA,10.1098/rspb.2013.3368,"Mastitis costs the dairy industry billions of dollars annually and is   the most consequential disease of dairy cattle. Transgenic cows   secreting an antimicrobial peptide demonstrated resistance to mastitis.   The combination of somatic cell gene targeting and nuclear transfer   provides a powerful method to produce transgenic animals. Recent studies   found that a precisely placed double-strand break induced by engineered   zinc-finger nucleases (ZFNs) stimulated the integration of exogenous DNA   stretches into a pre-determined genomic location, resulting in   high-efficiency site-specific gene addition. Here, we used ZFNs to   target human lysozyme (hLYZ) gene to bovine beta-casein locus, resulting   in hLYZ knock-in of approximately 1\% of ZFN-treated bovine fetal   fibroblasts (BFFs). Gene-targeted fibroblast cell clones were screened   by junction PCR amplification and Southern blot analysis. Gene-targeted   BFFs were used in somatic cell nuclear transfer. In vitro assays   demonstrated that the milk secreted by transgenic cows had the ability   to kill Staphylococcus aureus. We report the production of cloned cows   carrying human lysozyme gene knock-in beta-casein locus using ZFNs. Our   findings open a unique avenue for the creation of transgenic cows from   genetic engineering by providing a viable tool for enhancing resistance   to disease and improving the health and welfare of livestock.",1370,NO,SL,,,
"Mandy Velthuis, Lisette N. de Senerpont Domis, Thijs Frenken, Susanne Stephan, Garabet Kazanjian, Ralf Aben, Sabine Hilt, Sarian Kosten, Ellen van Donk, Dedmer B. Van de Waal",2017,Warming advances top-down control and reduces producer biomass in a   freshwater plankton community,ECOSPHERE,NA,NA,10.1002/ecs2.1651,"Global warming has been shown to affect ecosystems worldwide. Warming   may, for instance, disrupt plant herbivore synchrony and bird phenology   in terrestrial systems, reduce primary production in oceans, and promote   toxic cyanobacterial blooms in freshwater lakes. Responses of   communities will not only depend on direct species-specific temperature   effects, but also on indirect effects related to bottom-up and top-down   processes. Here, we investigated the impact of warming on freshwater   phytoplankton community dynamics, and assessed the relative contribution   of nutrient availability, fungal parasitism, and grazing therein. For   this purpose, we performed an indoor mesocosm experiment following   seasonal temperature dynamics of temperate lakes and a warmed (+ 4   degrees C) scenario from early spring to late summer. We assessed   phytoplankton biomass, C:N:P stoichiometry and community composition,   dissolved nutrient availabilities, fungal parasite (i.e., chytrid)   prevalence, and zooplankton abundance. Warming led to an overall   reduction in phytoplankton biomass as well as lower C: P and N: P   ratios, while phytoplankton community composition remained largely   unaltered. Warming resulted in an earlier termination of the diatom   spring bloom, and an epidemic of its fungal parasite ended earlier as   well. Furthermore, warming advanced zooplankton phenology, leading to an   earlier top-down control on phytoplankton in the period after the spring   bloom. Linear model analysis showed that most of the observed variance   in phytoplankton biomass was related to seasonal temperature dynamics in   combination with zooplankton abundance. Our findings showed that warming   advanced grazer phenology and reduced phytoplankton biomass, thereby   demonstrating how bottom-up and top-down related processes may shape   future phytoplankton dynamics.",1371,MAYBE,SL,yes,,
"Leslie A. Witter, Chris J. Johnson, Bruno Croft, Anne Gunn, Michael P. Gillingham",2012,Behavioural trade-offs in response to external stimuli: time allocation   of an Arctic ungulate during varying intensities of harassment by   parasitic flies,JOURNAL OF ANIMAL ECOLOGY,284-295,284-295,10.1111/j.1365-2656.2011.01905.x,"1. Macroparasites may be a major factor shaping animal behaviour. Tundra   ecosystems inhabited by caribou and reindeer (Rangifer tarandus) are   known for large concentrations of ectoparasites including mosquitoes   (Culicidae) and black flies (Simuliidae), as well as endoparasitic   oestrid flies (Oestridae).   2. Increased intensity and duration of insect harassment because of   climatic warming is hypothesized as a potential factor in recent   declines of Rangifer across the circumpolar north. Although there is a   well-observed relationship between insect harassment and caribou /   reindeer behaviour, the influence of ecto-relative to endoparasitic   species is unclear. Climatic changes may favour the activity patterns,   distribution or abundance of certain insect species; thus, understanding   differential effects on the behaviour of Rangifer is important.   3. We recorded caribou behaviour using group scan and focal sampling   methods, while simultaneously trapping insects and recording weather   conditions on the postcalving / summer range of the Bathurst   barren-ground caribou herd in Northwest Territories and Nunavut, Canada,   during 2007-2009.   4. We developed statistical model sets representing hypotheses about the   effects of insects, weather, habitat / location, and date / time on   caribou behaviour. We used multinomial logistic regression models to   explore factors affecting the relative dominance of behaviour types   within groups of caribou and fractional multinomial logistic regression   models to determine factors influencing time allocation by individual   caribou. We examined changes in feeding intensity using fractional   logistic regression.   5. Relative dominance of insect avoidance behaviour within caribou   groups and time allocation to insect avoidance by individual caribou   increased when oestrid flies were present or black flies were active at   moderate-high levels. Mosquito activity had relatively little effect on   caribou behaviour. Time spent feeding was reduced by the greatest degree   when all three insect types were present in combination. Feeding   intensity was influenced to a greater extent by the accumulation of   growing degree days over the course of the postcalving / summer season   than by insect activity. Changes in Arctic systems that increase the   activity / abundance of ecto-and endoparasites could have implications   for the productivity of Rangifer populations.",1372,NO,SL,,,
"C. G. Castillo, F. Puccio, D. Morales, F. Borie, E. Sieverding",2012,"Early arbuscular mycorrhiza colonization of wheat, barley and oats in   Andosols of southern Chile",JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,511-524,511-524,10.4067/S0718-95162012005000015,"In cereals cultivated in Southern Chilean Andosols, arbuscular   mycorrhizal (AM) fungi may play a main role for phosphorus (P) uptake.   Because P acquisition at early growth stages is crucial for cereals, we   investigated the development of indigenous AM during the first 45 days   after planting of two wheat, barley and oats varieties in two typical   Andosols of the region, under plastic house. Minimum temperatures were   between - 5 degrees C and + 5 degrees C at night and maximum between 18   degrees C and 30 degrees C during day. The results showed that root   biomass of all species increased in both soils until 30 days and   remained constant thereafter until 45 days. The intensity of AM   infection (root area and root biomass infected) was low at 15 days,   increased slightly from 15 to 30 days and increased sharply and   significantly from 30 to 45 days. Plant species and varieties differed   in root biomass formation but not in frequency and intensity of   infection with AM structures. Thus, those cereals species and varieties   with more root production had higher total mycorrhizal root biomass, and   those may potentially benefit more from AM. It is also concluded that   during early growth stages cereals invest first into root development   and then into AM fungal biomass.",1373,NO,SL,,,
"Thomas J. Stohlgren, Jessica R. Resnik, Glenn E. Plumb",2014,Climate Change and `Alien Species in National Parks': Revisited,NA,148-168,148-168,NA,"Many units comprising the National Park Service system in the USA were   established to protect native species and historical landscapes and   scenery, and to provide public enjoyment of the same, as long as the   natural area remained `unimpaired for future generations'. However, a   growing human population and a global economy have spawned a 40-fold   increase in global trade and transportation since 1950. This created   what may turn out to be the most significant challenge to Park Service   management: the invasion of alien (i.e. exotic, non-native) plants,   animals and diseases into `protected areas'. Climate change may compound   the problem by interacting with other existing ecosystem stressors to   affect the distribution, abundance and impact of invasive species.   Scientists' warnings have not been entirely ignored, but harmful   invasions may be outpacing effective managerial responses. This chapter   revisits a paper published in 1995 by D.B. Houston and E.G. Schreiner   entitled `Alien Species in National Parks: Drawing Lines in Space and   Time', to demonstrate that despite efforts to contain alien plants,   animals and diseases, the number and abundance of conspicuous invaders   may be increasing. New and spreading alien species are directly   affecting native species abundance, their genetic integrity and the   management of adjacent lands, and human health. While climate change may   add an additional or interacting threat to park resources, we found that   at park scales and over short periods (17 years in this case), it has   become increasingly difficult to achieve the primary mission of the   National Park Service, for example protecting native species and   ecosystems for present and future generations, due to the continuing   invasions of alien organisms largely resulting from increased trade and   transportation.",1374,NO,SL,,,
"Amanda Ellis, Keith S. Delaplane",2008,Effects of nest invaders on honey bee (Apis mellifera) pollination   efficacy,AGRICULTURE ECOSYSTEMS \& ENVIRONMENT,201-206,201-206,10.1016/j.agee.2008.04.001,"The work of pollinators is crucial to the sustainability of plant   communities in natural and agricultural ecosystems; however, pollinators   are declining in much of the developed world due to a variety of   parasites, diseases, and environmental stresses. These experiments are   the first to examine directly the impact of honey bee, Apis mellifera,   nest invaders on plant pollination and fitness. A cost to pollination   could occur under two scenarios: (1) at the colony level where nest   invaders compromise the health of the foraging cohort and reduce their   efficacy as pollinators or (2) at the community level where invaders   simply kill bee colonies and reduce the local pollinator population.   Honey bee colonies were manipulated to achieve different levels of the   parasitic mite Varroa destructor or nest-invading beetle Aethina tumida   and tented under one of two model plants: canola (Brassica napus) or   rabbiteye blueberry (Vaccinium ashei). On the basis of single-bee flower   visits, fruit-set was reduced in blueberry with bees from   varroa-parasitized colonies. However, on the basis of colonies, there   were no differences in blueberry fruit-set, number of blueberry pollen   tetrads deposited on the stigma, and pod-set in canola among colonies   with different levels of nest invaders or no-invader controls. Thus,   within the range of nest invader densities used in this study,   individual inefficiencies were erased by compensatory multiple flower   visits by this colonial pollinator. By failing to affirm the   functionality of scenario (1) this study indirectly supports scenario   (2): the major contribution of honey bee nest invaders toward a   pollinator deficit is the simple eradication of colonies. (C) 2008   Elsevier B.V. All rights reserved.",1375,MAYBE,SL,yes,,
"Alexandra Lawrence, Kerry O'Connor, Vahe Haroutounian, Andrea Swei",2018,Patterns of diversity along a habitat size gradient in a biodiversity   hotspot,ECOSPHERE,NA,NA,10.1002/ecs2.2183,"Habitat destruction and loss are the gravest threats to wildlife   worldwide. We examined the correlation between habitat patch size and   species richness and abundance of mammals and reptiles in a biodiversity   hotspot in California. Within nine forest fragments standardized for   age, topography, climate, and vegetation cover, we tested the effects of   patch size and isolation on biodiversity. To measure species richness   and abundance, we used wildlife cameras for meso-and-large vertebrates,   mark-and-recapture analyses for small mammals, mark-and-resight analysis   for reptiles, and standard dragging techniques for tick collections   because they are frequent ectoparasites on vertebrates in oak woodland   habitats. Our results show that meso-and-large vertebrate richness and   abundance increase with patch area as does tick density. Surprisingly,   small mammal species richness and abundance peak in intermediate-sized   fragments. Resource limitation and competition at the smallest habitats   and predation at the largest patches may be responsible for this   pattern. Further, there is a significant decrease in invasive species   richness with habitat patch size. We found that habitat destruction and   fragmentation are acting upon species and communities in   context-dependent ways that is critical to conservation planning, land   use design, and ecosystem function.",1376,NO,SL,,,
"David P. Edwards, Douglas W. Yu",2008,Tolerating castration by hiding flowers in plain sight,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,95-102,95-102,10.1007/s00265-008-0639-8,"A key challenge in the study of inter-specific cooperation, or   mutualisms, is to understand the mechanisms that prevent cheating.   However, many mutualisms are still invaded by parasites, and we propose   that plant `tolerance strategies', which allow an individual to re-grow   and/or reproduce after damage, might have evolved to recover some of the   fitness lost to parasitism. We focus on the ant plant Cordia nodosa and   its protecting ant symbionts Allomerus octoarticulatus and Azteca spp.   Allomerus is a castration parasite, destroying host flowers. However,   some flowers are produced on new branch shoots, where they escape   castration. Here, we ask whether C. nodosa tolerates castration by   directing floral growth to new shoots. We find that C. nodosa produces   four times more floral buds on the new shoots of Allomerus-inhabited   plants, compared to Azteca-inhabited plants. Additionally, on   Allomerus-inhabited plants, the production of floral buds is three times   greater on new than on mature shoots, and more floral buds are grown on   plants with new shoots than on those without. We conclude therefore that   C. nodosa tolerates castration by re-allocating floral resources to new   shoots. We also test whether tolerance exploits behavioural differences   between the brood-tending `nurse' ant worker caste, which is active on   mature shoots, and the new shoot-protecting `patroller' caste.   Behavioural assay experiments reveal that nurse ants are strongly   attracted to extracts of flowers, whereas patrollers are not, suggesting   that nurses are the primary castrating caste. Thus, producing flowers on   new shoots avoids the castrating caste. We finish by proposing that   tolerance strategies can promote the evolution and maintenance of   mutualism.",1377,NO,SL,,,
"Jeffrey A. Harvey, Paul J. Ode, Miriama Malcicka, Rieta Gols",2016,Short-term seasonal habitat facilitation mediated by an insect herbivore,BASIC AND APPLIED ECOLOGY,447-454,447-454,10.1016/j.baae.2016.03.005,"In nature some organisms may facilitate others by creating shelter or   other niches that they use for variable periods. We describe a natural   tnultitrophic-species complex in the Netherlands involving a plant, the   common hogweed (Heracteum sphondylium) a specialist chewing herbivore,   the parsnip webworm (Depressaria pastinacella) and various arthropods   associated with them. Larvae of D. pastinacella feed on H..sphondylium   seeds and, after they have finished feeding, chew holes in the hollow   stems where they pupate. In some areas of the country almost 50\% of   plants are attacked by webworms. The holes are used by other arthropods   to gain access to the stems including herbivores, omnivores, predators   and decomposers. The duration of plant occupancy varies between 3 and 4   months, until the plants die. Plants without moth-produced holes were   always free of other arthropods, whereas plants with holes, in addition   to pupae (and/or mummified-parasitized webworm larvae), often contained   many woodlice, earwigs and/or spiders. Earwigs and woodlice perform   important ecological functions as predators (in orchards) and   decomposers respectively. Our results show that the simple biological   activity of one herbivore species can have at least short-term effects   on the local arthropod community.",1378,NO,SL,,,
"Li-Na Yang, Wen Zhu, E-Jiao Wu, Ce Yang, Peter H. Thrall, Jeremy J. Burdon, Li-Ping Jin, Li-Ping Shang, Jiasui Zhan",2016,Trade-offs and evolution of thermal adaptation in the Irish potato   famine pathogen Phytophthora infestans,MOLECULAR ECOLOGY,4047-4058,4047-4058,10.1111/mec.13727,"Temperature is one of the most important environmental parameters with   crucial impacts on nearly all biological processes. Due to anthropogenic   activity, average air temperatures are expected to increase by a few   degrees in coming decades, accompanied by an increased occurrence of   extreme temperature events. Such global trends are likely to have   various major impacts on human society through their influence on   natural ecosystems, food production and biotic interactions, including   diseases. In this study, we used a combination of statistical genetics,   experimental evolution and common garden experiments to investigate the   evolutionary potential for thermal adaptation in the potato late blight   pathogen, Phytuphthara infestans, and infer its likely response to   changing temperatures. We found a trade-off associated with thermal   adaptation to heterogeneous environments in P. infestans, with the   degree of the trade-off peaking approximately at the pathogen's optimum   growth temperature. A genetic trade-off in thermal adaptation was also   evidenced by the negative association between a strain's growth rate and   its thermal range for growth, and warm climates selecting for a low   pathogen growth rate. We also found a mirror effect of phenotypic   plasticity and genetic adaptation on growth rate. At below the optimum,   phenotypic plasticity enhances pathogen's growth rate but nature selects   for slower growing genotypes when temperature increases. At above the   optimum, phenotypic plasticity reduces pathogen's growth rate but   natural selection favours for faster growing genotypes when temperature   increases further. We conclude from these findings that the growth rate   of P. infestans will only be marginally affected by global warming.",1379,NO,SL,,,
