AUTHORS,YEAR,TITLE,JOURNAL,LPAGES,UPAGES,DOI,ABSTRACT,id,include,include-old,screened_by,double-check,include_article_review,exclude_reason,notes
Tsuneo Tanaka,2009,Structure and function of the mesopelagic microbial loop in the NW   Mediterranean Sea,AQUATIC MICROBIAL ECOLOGY,351-361,351-361,10.3354/ame01370,"The mesopelagic layer is where the majority of the particulate organic   carbon exported from the epipelagic layer is remineralized to CO(2).   Recent studies at the DYFAMED time-series station in the NW   Mediterranean Sea have shown that dominance of prokaryotes (Bacteria and   Archaea) within the microbial community represented by biomass data   increases with depth. The studies have also shown that the   depth-integrated biomass of protists (heterotrophic flagellates and   ciliates) in the mesopelagic layer is as great as that in the epipelagic   layer, and that biomass of mesopelagic prokaryotes is controlled by both   substrate availability (bottom-up control) and predation and viral   infection (top-down control). Data on prokaryotic growth efficiency   (derived from the prokaryotic heterotrophic production and the loss of   organic carbon flux in the mesopelagic layer on an annual scale) suggest   that mesopelagic prokaryotes are not simply remineralizers of organic   carbon, but also play an important role in supporting the production of   organisms belonging to higher trophic levels. Analysis using a simple   food chain model suggests that heterotrophic nanoflagellates may be   important remineralizers of organic carbon produced by prokaryotes, and   that the viral loop may enhance remineralization of organic carbon in   the mesopelagic layer. There are, however, uncertain elements in   measuring organic carbon flux and biomass and activity of the microbial   components in the mesopelagic layer. By comparing the results obtained   at the DYFAMED station with those obtained from other environments, this   study summarizes our current knowledge on the structure and function of   the mesopelagic microbial loop in the NW Mediterranean Sea as well as in   other oceanic regions.",825,MAYBE,MAYBE,BH,done,no,review,
"Dena M. Vallano, Jed P. Sparks",2013,"Foliar delta N-15 is affected by foliar nitrogen uptake, soil nitrogen,   and mycorrhizae along a nitrogen deposition gradient",OECOLOGIA,47-58,47-58,10.1007/s00442-012-2489-3,"Foliar nitrogen isotope (delta N-15) composition patterns have been   linked to soil N, mycorrhizal fractionation, and within-plant   fractionations. However, few studies have examined the potential   importance of the direct foliar uptake of gaseous reactive N on foliar   delta N-15. Using an experimental set-up in which the rate of   mycorrhizal infection was reduced using a fungicide, we examined the   influence of mycorrhizae on foliar delta N-15 in potted red maple (Acer   rubrum) seedlings along a regional N deposition gradient in New York   State. Mycorrhizal associations altered foliar delta N-15 values in red   maple seedlings from 0.06 to 0.74 aEuro degrees across sites. At the   same sites, we explored the predictive roles of direct foliar N uptake,   soil delta N-15, and mycorrhizae on foliar delta N-15 in adult stands of   A. rubrum, American beech (Fagus grandifolia), black birch (Betula   lenta), and red oak (Quercus rubra). Multiple regression analysis   indicated that ambient atmospheric nitrogen dioxide (NO2) concentration   explained 0, 69, 23, and 45 \% of the variation in foliar delta N-15 in   American beech, red maple, red oak, and black birch, respectively, after   accounting for the influence of soil delta N-15. There was no   correlation between foliar delta C-13 and foliar \%N with increasing   atmospheric NO2 concentration in most species. Our findings suggest that   total canopy uptake, and likely direct foliar N uptake, of   pollution-derived atmospheric N deposition may significantly impact   foliar delta N-15 in several dominant species occurring in temperate   forest ecosystems.",826,NO,NO,BH,done,,,
"Andrew Foggo, Sahran Higgins, Jason J. Wargent, Ross A. Coleman",2007,"Tri-trophic consequences of UV-B exposure: plants, herbivores and   parasitoids",OECOLOGIA,505-512,505-512,10.1007/s00442-007-0857-1,"In this paper we demonstrate a UV-B-mediated link between host plants,   herbivores and their parasitoids, using a model system consisting of a   host plant Brassica oleracea, a herbivore Plutella xylostella and its   parasitoid Cotesia plutellae. Ultraviolet-B radiation (UV-B) is a potent   elicitor of a variety of changes in the chemistry, morphology and   physiology of plants and animals. Recent studies have demonstrated that   common signals, such as jasmonic acid (JA), play important roles in the   mechanisms by which plants respond to UV-B and to damage by herbivores.   Plant responses elicited by UV-B radiation can affect the choices of   ovipositing female insects and the fitness of their offspring. This   leads to the prediction that, in plants, the changes induced as a   consequence of UV damage will be similar to those elicited in response   to insect damage, including knock-on effects upon the next trophic   level, predators. In our trials female P. xylostella oviposited   preferentially on host plants grown in depleted UV-B conditions, while   their larvae preferred to feed on tissues from UV-depleted regimes over   those from UV-supplemented ones. Larval feeding patterns on   UV-supplemented tissues met the predictions of models which propose that   induced defences in plants should disperse herbivory; feeding scars were   significantly smaller and more numerous - though not significantly so -   than those on host plant leaves grown in UV-depleted conditions. Most   importantly, female parasitoids also showed a clear pattern of   preference when given the choice between host plants and attendant   larvae from the different UV regimes; however, in the case of the female   parasitoids, the choice was in favour of potential hosts foraging on   UV-supplemented tissues. This study demonstrates the potential for UV-B   to elicit a variety of interactions between trophic levels, most likely   mediated through effects upon host plant chemistry.",827,MAYBE,MAYBE,BH,done,no,data on PP but not on ecosystem processes affected by PP,
"Bret W. Butler, Matthew B. Dickinson",2010,TREE INJURY AND MORTALITY IN FIRES: DEVELOPING PROCESS-BASED MODELS,FIRE ECOLOGY,55-79,55-79,10.4996/fireecology.0601055,"Wildland fire managers are often required to predict tree injury and   mortality when planning a prescribed burn or when considering wildfire   management options; and, currently, statistical models based on   post-fire observations are the only tools available for this purpose.   Implicit in the derivation of statistical models is the assumption that   they are strictly applicable only for the species or conditions for   which they were developed. The result has been a profusion of separate   models of uncertain generality. A parallel research effort, the process   approach, has been directed at modeling tree injury and mortality by   directly simulating the energy-transfer process from the fire to the   exterior surface of the plant, and thence into roots, stems, and   foliage. Process models can currently predict stem or tree death if   certain injury thresholds are reached. We present a brief review of the   current understanding of the biophysical processes causing fire-induced   plant injury, and focus on the challenges associated with defining   boundary conditions, initial conditions, and thermal and physical   properties required for modeling plant heating and tissue necrosis. We   argue for integration of statistical and process approaches to   predicting tree injury and mortality wherein process models provide   inputs for statistical models. Research gaps that hinder the application   of process-based tree injury and mortality models include linkage of   fire effects models with combustion models (especially coupled   fire-atmosphere models) through the boundary conditions required for   simulating tissue heating, descriptions of live tree thermal and   physical characteristics, and better understanding of the physiological   basis for delayed fire-caused mortality and the interactions between   fire injury and second-order causes of mortality such as diseases and   insects.",828,NO,NO,BH,done,,,
"Jane P. DiGiovanni, William P. Wysocki, Sean V. Burke, Melvin R. Duvall, Nicholas A. Barber",2017,"The role of hemiparasitic plants: influencing tallgrass prairie quality,   diversity, and structure",RESTORATION ECOLOGY,405-413,405-413,10.1111/rec.12446,"Wood betony, Orobanchaceae (Pedicularis canadensis) and bastard   toadflax, Santalaceae (Comandra umbellata) are two root-hemiparasitic   plant species found in tallgrass prairie communities. Natural resource   managers are interested in utilizing these species as pseudograzers in   grasslands to reduce competitively dominant grasses and thereby increase   ecological diversity and quality in prairie restorations and urban   plantings. We performed an observational field study at 5 tallgrass   prairie sites to investigate the association of hemiparasite abundance   with metrics of phylogenetic and ecological diversity, as well as   floristic quality. Although no reduction in C-4 grasses was detected,   there was a significant association between hemiparasite abundance and   increased floristic quality at all 5 sites. Hemiparasite abundance and   species richness were positively correlated at one restoration site. In   a greenhouse mesocosm experiment, we investigated response to parasitism   by P. canadensis in 6 species representing different plant functional   groups of the tallgrass prairie. The annual legume partridge pea,   Fabaceae (Chamaecrista fasciculata) had the greatest significant dry   biomass reduction among 6 host species, but the C-4 grass big bluestem,   Poaceae (Andropogon gerardii) had significantly greater aboveground   biomass when grown with the hemiparasite. Overall, host species biomass   as a total community was significantly reduced in mesocosms, consistent   with other investigations that demonstrate influence on community   structure by hemiparasitic plant species. Although hemiparasites were   not acting as pseudograzers, they have the potential to influence   community structure in grassland restorations and remnants.",829,NO,NO,BH,done,,,
"Chelsea L. Wood, Pieter T. J. Johnson",2015,A world without parasites: exploring the hidden ecology of infection,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,425-434,425-434,10.1890/140368,"Parasites have historically been considered a scourge, deserving of   annihilation. Although parasite eradications rank among humanity's   greatest achievements, new research is shedding light on the collateral   effects of parasite loss. Here, we explore a ``world without   parasites'': a thought experiment for illuminating the ecological   roles that parasites play in ecosystems. While there is robust evidence   for the effects of parasites on host individuals (eg affecting host   vital rates), this exercise highlights how little we know about the   influence of parasites on communities and ecosystems (eg altering energy   flow through food webs). We present hypotheses for novel, interesting,   and general effects of parasites. These hypotheses are largely untested,   and should be considered a springboard for future research. While many   uncertainties exist, the available evidence suggests that a world   without parasites would be very different from the world we know, with   effects extending from host individuals to populations, communities, and   even ecosystems.",830,NO,NO,BH,done,,,
"Francois Guilhaumon, Boris R. Krasnov, Robert Poulin, Georgy I. Shenbrot, David Mouillot",2012,Latitudinal mismatches between the components of mammal-flea interaction   networks,GLOBAL ECOLOGY AND BIOGEOGRAPHY,725-731,725-731,10.1111/j.1466-8238.2011.00714.x,"Aim The large-scale description of ecosystem complexity, including the   structure of interaction networks, has been largely overlooked although   it is known to underpin species co-occurrences and their robustness to   climatic or anthropogenic disturbances. Here, we investigated whether   the various components of mammalflea interaction networks (richness of   fleas, richness of mammals and the richness of mammalflea associations)   are spatially congruent and follow the latitudinal diversity gradient   (LDG). Location Sixteen regions, world-wide. Methods We first took into   account the effect of area on diversity by determining the position of   regions with respect to speciesarea relationships. We then investigated   the spatial congruence between the regional richness of each component   of mammalflea interaction networks as well as their latitudinal   gradients. We further investigated patterns for fleahost associations by   testing for relationships between mammalflea interaction richness and   (1) flea niche breadth and (2) host carrying capacity. Results We report   divergent LDGs for the different components of mammalflea interaction   networks: our data agree with a canonical LDG for mammals, but reveal   that the diversity of fleas and mammalflea associations do not follow   such a classical gradient. Our results suggest that host carrying   capacity is more likely than flea niche breadth to modulate the number   of links in hostparasite interaction networks. Main conclusions The   complex interplay between geographic variation in host diversity and   both host and parasite traits can lead to unexpected spatial patterns   such as the invalidation of expected parasites and links in hostparasite   web LDGs. Beyond our focus on hostparasite interactions, our study is   among the first in the emerging field of interaction network   macroecology and paves the way for other components of ecological   networks to be investigated across space and time.",831,NO,NO,BH,done,,,
"Courtney Cox, Abel Valdivia, Melanie McField, Karl Castillo, John F. Bruno",2017,Establishment of marine protected areas alone does not restore coral   reef communities in Belize,MARINE ECOLOGY PROGRESS SERIES,65-79,65-79,10.3354/meps11984,"A variety of factors have caused the loss of corals and fishes on coral   reefs, resulting in ecological, social, and economic consequences for   reef ecosystems and the people who depend on them. A widely employed   management action to restore reef communities is the implementation of   marine protected areas (MPAs). We measured the effectiveness of the MPA   network in Belize in promoting increases in fish and coral populations   and identified key ecological and environmental factors that influence   reef community structure and potentially protection success. From 2009   to 2013, we annually surveyed 16 reefs in Belize, including 8 MPA sites   (where ex tractive fishing is limited or prohibited) and 8 unprotected   sites. At each site, we quantified the biomass of reef fishes, coral and   macroalgal cover, and several biotic and abiotic variables that are   known to affect reef inhabitants. High predatory reef fish and   parrotfish biomass values were associated with high reef structural   complexity and low wave exposure. Mean macroalgal cover was negatively   associated with parrotfish biomass in 1 protected zone. However, mean   macroalgal cover remained above 40\% across all sites, and no change in   coral cover was observed during the study. Our results indicate that   fisheries restrictions alone do not lead to increases in coral cover   even when successful for fishes. We speculate that both illegal and   legal fishing may be compromising Belize's MPA network goals.   Furthermore, we suggest that species composition as well as local   environmental conditions play key roles in coral reef recovery and   should be considered when evaluating management strategies.",832,NO,NO,BH,done,,,
"R. Gaigher, M. J. Samways, S. Van Noort",2013,"Saving a tropical ecosystem from a destructive ant-scale (Pheidole   megacephala, Pulvinaria urbicola) mutualism with support from a diverse   natural enemy assemblage",BIOLOGICAL INVASIONS,2115-2125,2115-2125,10.1007/s10530-013-0437-8,"Ants can disrupt the natural biological control of serious hemipteran   pests by interfering with natural enemies, resulting in a change in   ecosystem functioning. We focus here on interference by a highly   invasive ant Pheidole megacephala on the regulation of a tree destroying   hemipteran scale insect Pulvinaria urbicola on Cousine Island in the   Seychelles archipelago, a tropical island ecosystem. We show how a   diverse natural enemy assemblage contributes substantially to the   collapse of the ant-scale mutualism following managed ant suppression.   Natural enemy abundance and species richness increased significantly   after ant suppression, with varying responses among the different   functional guilds. Primary parasitoids coexisted with tending ants   before ant suppression, but could not regulate the enormously high scale   densities alone. After ant suppression, a significant increase in   predators caused a collapse of the scale population. Guilds external to   the mutualism were also affected, with primary parasitoids of various   non-hemipteran taxa also increasing, which contributed significantly to   the recovery of the community to its pre-invasion composition. Our   results highlight the far-reaching and pervasive effects of the   hemipteran-tending invasive ant within the natural enemy assemblage. In   turn, we also illustrate the potential to restore the tropical ecosystem   by encouraging an array of natural enemies through precision management   of the ant.",833,MAYBE,MAYBE,BH,done,no,data on PP but not on ecosystem processes affected by PP,
J. A. Harvey,2008,Comparing and contrasting development and reproductive strategies in the   pupal hyperparasitoids Lysibia nana and Gelis agilis (Hymenoptera :   Ichneumonidae),EVOLUTIONARY ECOLOGY,153-166,153-166,10.1007/s10682-007-9164-x,"In most animals, the optimal phenotype is determined by trade-offs in   life-history traits. Here, I compare development and reproductive   strategies in two species of solitary secondary hyperparasitoids,   Lysibia nana and Gelis agilis, attacking pre-pupae of their primary   parasitoid host, Cotesia glomerata. Parasitoid larvae of both species   exploit a given amount of host resources with similar efficiency.   However, adults exhibit quite different reproductive strategies. Both   species are synovigenic, and female wasps emerge with no mature eggs.   However, G. agilis must first host-feed to produce eggs, while L. nana   does not host-feed but mobilizes internal resources carried over from   larval feeding to initiate oogenesis. Further, G. agilis is wingless,   produces large eggs, has a long life-span, and generates only small   numbers of progeny per day, whereas these traits are reversed in L.   nana. Given unlimited hosts, the fecundity curve in L. nana was   ``front-loaded,'' whereas in G. agilis it was depressed and extended   over much of adult life. In L. nana (but not G. agilis), wasps provided   with honey but no hosts lived significantly longer than wasps provided   with both honey and hosts. Differences in the fecundity curves of the   two hyperparasitoids are probably based on differing costs of   reproduction between them, with the wingless G. agilis much more   constrained in finding hosts than the winged L. nana. Importantly, L.   nana is known to be a specialist hyperparasitoid of gregarious Cotesia   species that pupate in exposed locations on the food plant, whereas   Gelis sp. attack and develop in divergent hosts such as parasitoid   cocoons, moth pupae and spider egg sacs. Consequently, there is a strong   match between brood size in C. glomerata and egg production in L. nana,   but a mismatch between these parameters in G. agilis.",834,NO,NO,BH,done,,,
"Gustaf Granath, Joachim Strengbom, Angela Breeuwer, Monique M. P. D. Heijmans, Frank Berendse, Hakan Rydin",2009,Photosynthetic performance in Sphagnum transplanted along a latitudinal   nitrogen deposition gradient,OECOLOGIA,705-715,705-715,10.1007/s00442-008-1261-1,"Increased N deposition in Europe has affected mire ecosystems. However,   knowledge on the physiological responses is poor. We measured   photosynthetic responses to increasing N deposition in two peatmoss   species (Sphagnum balticum and Sphagnum fuscum) from a 3-year,   north-south transplant experiment in northern Europe, covering a   latitudinal N deposition gradient ranging from 0.28 g N m(-2) year(-1)   in the north, to 1.49 g N m(-2) year(-1) in the south. The maximum   photosynthetic rate (NP(max)) increased southwards, and was mainly   explained by tissue N concentration, secondly by allocation of N to the   photosynthesis, and to a lesser degree by modified photosystem II   activity (variable fluorescence/maximum fluorescence yield). Although   climatic factors may have contributed, these results were most likely   attributable to an increase in N deposition southwards. For S. fuscum,   photosynthetic rate continued to increase up to a deposition level of   1.49 g N m(-2) year(-1), but for S. balticum it seemed to level out at   1.14 g N m(-2) year(-1). The results for S. balticum suggested that   transplants from different origin (with low or intermediate N   deposition) respond differently to high N deposition. This indicates   that Sphagnum species may be able to adapt or physiologically adjust to   high N deposition. Our results also suggest that S. balticum might be   more sensitive to N deposition than S. fuscum. Surprisingly, NP(max) was   not (S. balticum), or only weakly (S. fuscum) correlated with biomass   production, indicating that production is to a great extent is governed   by factors other than the photosynthetic capacity.",835,NO,NO,BH,done,,,
"Simone von Burg, Frank J. F. van Veen, Fernando Alvarez-Alfageme, Joerg Romeis",2011,Aphid-parasitoid community structure on genetically modified wheat,BIOLOGY LETTERS,387-391,387-391,10.1098/rsbl.2010.1147,"Since the introduction of genetically modified (GM) plants, one of the   main concerns has been their potential effect on non-target insects.   Many studies have looked at GM plant effects on single non-target   herbivore species or on simple herbivore-natural enemy food chains.   Agro-ecosystems, however, are characterized by numerous insect species   which are involved in complex interactions, forming food webs. In this   study, we looked at transgenic disease-resistant wheat (Triticum   aestivum) and its effect on aphid-parasitoid food webs. We hypothesized   that the GM of the wheat lines directly or indirectly affect aphids and   that these effects cascade up to change the structure of the associated   food webs. Over 2 years, we studied different experimental wheat lines   under semi-field conditions. We constructed quantitative food webs to   compare their properties on GM lines with the properties on   corresponding non-transgenic controls. We found significant effects of   the different wheat lines on insect community structure up to the fourth   trophic level. However, the observed effects were inconsistent between   study years and the variation between wheat varieties was as big as   between GM plants and their controls. This suggests that the impact of   our powdery mildew-resistant GM wheat plants on food web structure may   be negligible and potential ecological effects on non-target insects   limited.",836,NO,NO,BH,done,,,
"E. Martinez-Duro, P. Ferrandis, J. M. Herranz",2009,Factors controlling the regenerative cycle of Thymus funkii subsp funkii   in a semi-arid gypsum steppe: A seed bank dynamics perspective,JOURNAL OF ARID ENVIRONMENTS,252-259,252-259,10.1016/j.jaridenv.2008.10.011,"We researched the soil seed bank dynamics of Thymus funkii subsp.   funkii, a gypsovag shrub endemic to the southeastern Iberian Peninsula,   to determine possible reasons for low recruitment in isolated   populations growing on crusted gypsum soils. Recruitment-restriction   hypotheses involving main factors in the seed bank dynamics were   analysed, and a diagrammatic dynamics model drafted from a population   perspective. Viable seed production averaged 362 per plant. Seed shadows   resulting from primary dispersal were concentrated under the mother   plant. There were two thyme-seed predators: coleopteran larvae   (pre-dispersal phase) and Messor bouvieri ants (pre- and post-dispersal   phases), which predated 16.4\% and 3.8\% of population yield,   respectively. However, ants may simultaneously contribute to the spatial   secondary dispersal, since they lost a small fraction of seeds they   harvested. Seeds showed innate physiological dormancy to high summer   temperatures, although this disappeared rapidly. The response of   germination to other temperature x light conditions was wide and rapid.   No permanent seed bank was detected in the soil. Seeds buried in the   upper soil layer (2 cm) germinated highly and fast. In contrast, a   significant fraction of seeds buried deeply (8 cm) remained viable for   over one year. Germination in the field accounted for only 1.0\% of the   seed output, and seed death due to pathogen attack and aging was also   low (3.0\%). Seedling emergence was confined to autumn and showed a high   correlation with total plant cover, irrespective of plant species.   Seedling survival was very low. The small spatial correspondence between   primary dispersal and seedling emergence patterns may reflect the   importance of secondary dispersal in T funkii seed bank dynamics.   Hypotheses and consequences of such horizontal seed movements for   conservation management are discussed. (C) 2008 Elsevier Ltd. All rights   reserved.",837,NO,NO,BH,done,,,
