paper ID,measureID,pathway,measure general,measure specific -- outcome variable,outcome unit - concat w measure specific,morbid_or_abund_biomass_measure,effects on host,effects on community,predictor variable,ecosystem_process_mediate,have not added double counting,double-counted effect on plants / photosynthesizers as ecosystem effect,double-counted effect on non-plant hosts as ecosystem effect,ecosystem function not linked to morbidity or abund,location in paper,note,exclude as ecosystem measure,include as ecosystem measure,reason for inclusion or exclusion as ecosystem measure,notes,confirm
766,,morbidity to ecosystem fxn,biogeochemical cycles,K,concentration leaf litter (mg kg-1),host phenotype,1,0,,,1,,,,"F1, T2",,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,Ca,concentration leaf litter (mg kg-1),host phenotype,1,0,,,1,,,,"F1, T2",,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Al,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,B,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Cu,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Fe,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Zn,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,P,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Na,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Mg,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,S,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,C,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,N,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,K,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Ca,mistletoe:host ratio,,,,,,,,,,T1,,,,,,
766,,abiotic or biotic,abiotic,season,,,,,,,,,,,T1,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,Al,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,B,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,Cu,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,Fe,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,Zn,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,P,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,Na,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,Mg,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,S,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,C,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,N,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,K,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,morbidity to ecosystem fxn,biogeochemical cycles,Ca,seasonal element returns,host phenotype,1,,host vs. non-host,,1,,,,T3,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Al,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,B,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Cu,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Fe,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Zn,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,P,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Na,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Mg,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,S,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,C,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,N,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,K,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
766,,PP to ecosystem fxn,biogeochemical cycles,Ca,seasonal element returns (kg ha-1 year-1),,,,,,,,,,T4,,,,,,
781,,PP to host infection prevalence / intensity,infection prevalence,prevalence,%,,,,,,,,,,T1,,,,,,
781,,abiotic or biotic,biotic,host abundance,,,,,,,,,,,,,,,,,
781,,abiotic or biotic,both,site,,,,,,,,,,,,,,,,,
781,,PP to morbidity,host and community behavior,prey ingested by trout,,,1,1,"site x prey functional group (orthopterans, terrestrial invertebrates, aquatic invertebrates)",,,,,,F1,,,,,,
781,,abiotic or biotic,biotic,prey functional group,,,,,,,,,,,F1,,,,,,
781,,PP abundance,abundance,relative abundance of nematomorphs (n/discharge),,,,,percent cover of conifer plantation habitat,,,,,,"F2, F3",,,,,,
781,,PP to morbidity,host and community behavior,orthopterans ingested by trout,,,1,1,relative abundance of PP,,,,,,F2,,,,,,
781,,abiotic or biotic,biotic,percent cover of conifer plantation habitat,,,,,,,,,,,F3,,,,,,
788,,morbidity to ecosystem fxn,secondary production,leaf consumption,(mg of food consumed mm–1 of gammarid day–1),host consumption,1,,parasitized vs. control,,1,1,,,"F1, F2, F4",,,,,,
788,,abiotic or biotic,biotic,sex,,,,,,,,,,,"F1, F2, F4",,,,,,
788,,abiotic or biotic,abiotic,temperature,,,,,,,,,,,"F1, F2, F4",,,,,,
788,,abiotic or biotic,biotic,housing individual vs. microcosm,,,,,,,,,,,F3,,,,,,
794,,PP to ecosystem fxn,primary production,R. minor biomass,(g),,0,0,R. minor haustorial number,,,,,,F1,,,,,,
794,,abiotic or biotic,biotic,host species,,,,,,,,,,,"F1, F3",,,,,,
794,,abiotic or biotic,biotic,host functional group,,,,,,,,,,,"F1, F3",,,,,,
794,,PP to abund biomass,community abundance,aphid number (herbivore of PP),,,,,R. minor biomass,,,,,,F2,,,,,,
794,,abiotic or biotic,biotic,host combination,,,,,,,,,,,"F3, F4",,,,,,
797,,PP to host infection prevalence / intensity,infection prevalence,CFD occurrence ,forereef-wide mean number of cases m22 of CCA,,,,,,,,,,F3,,,,,,
797,,abiotic or biotic,abiotic,ambient temperature,,,,,,,,,,,F3,,,,,,
797,,morbidity to ecosystem fxn,biogeochemical cycles,mean calcification rate,(mg CaCo3 mg–1 week–1),host production,1,,diseased vs. healthy,,1,,,,F4,,,,,consider change to secondary production,
797,,abiotic or biotic,abiotic,CO2-enriched air vs. ambient air,,,,,,,,,,,F4,,,,,,
797,,abiotic or biotic,abiotic,ambient temperature vs. elevated,,,,,,,,,,,F4,,,,,,
797,,PP to host infection prevalence / intensity,infection intensity,mean lesion expansion rate,(mm2 mm–2 week–1),,,,,,,,,,"F4, T1",,,,,,
797,,abiotic or biotic,biotic,CCA cover,,,,,,,,,,,5,,,,,,
797,,PP to host infection prevalence / intensity,infection intensity,surface area progression rate,,,,,,,,,,,5,,,,,,
797,,abiotic or biotic,both,forereef vs. backreef,,,,,,,,,,,,,,,,,
1101,,unknown to ecosystem fxn,biogeochemical cycles,C,forest floor element masses (Mg ha-1),unknown,,,invaded vs. uninvaded plot,,1,,,,F1,unknown because can't tell whether effects on soil are due to phenotype of plants that are there or change in abundance/composition,,,,,
1101,,unknown to ecosystem fxn,biogeochemical cycles,N,forest floor element masses (kg ha-1),unknown,,,invaded vs. uninvaded plot,,1,,,,F1,,,,,,
1101,,abiotic or biotic,both,burned vs. unburned,,,,,dead host BA m2 ha-1,,,,,,"F1, F2, T2",,,,,,
1101,,unknown to ecosystem fxn,biogeochemical cycles,Ca,forest floor element masses (kg ha-1),unknown,,,invaded vs. uninvaded plot,,1,,,,F1,,,,,,
1101,,unknown to ecosystem fxn,biogeochemical cycles,P,forest floor element masses (kg ha-1),unknown,,,invaded vs. uninvaded plot,,1,,,,F1,,,,,,
1101,,abiotic or biotic,biotic,redwood vs. mixed,,,,,,,,,,,"F1, F2",,,,,,
1101,,unknown to ecosystem fxn,biogeochemical cycles,C,mineral soil elemental concentrations (%),unknown,,,,,1,,,,F2,,1,,duplicate,,
1101,,unknown to ecosystem fxn,biogeochemical cycles,N,mineral soil elemental concentrations (%),unknown,,,,,1,,,,F2,,1,,duplicate,,
1101,,unknown to ecosystem fxn,biogeochemical cycles,Olsen-PO4-P,mineral soil elemental concentrations (mg g-1),unknown,,,,,,,,,F2,,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,C,concentration (%),host phenotype,1,,infested vs. uninfested,,1,,,,"T1, F1",,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,N,concentration (%),host phenotype,1,,infested vs. uninfested,,1,,,,"T1, F1",,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,C/N,concentration (%),host phenotype,1,,infested vs. uninfested,,1,,,,"T1, F1",,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,C/P,concentration (%),host phenotype,1,,infested vs. uninfested,,1,,,,"T1, F1",,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,P,concentration (%),host phenotype,1,,infested vs. uninfested,,1,,,,"T1, F1",,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,K,concentration (%),host phenotype,1,,infested vs. uninfested,,1,,,,"T1, F1",,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,Mg,concentration (%),host phenotype,1,,infested vs. uninfested,,1,,,,"T1, F1",,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,Manganese,concentration (%),host phenotype,1,,infested vs. uninfested,,1,,,,"T1, F1",,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,Na,concentration (%),host phenotype,1,,infested vs. uninfested,,1,,,,"T1, F1",,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,Ca,concentration (%),host phenotype,1,,infested vs. uninfested,,1,,,,"T1, F1",,,,,,
1132,,morbidity to ecosystem fxn,biogeochemical cycles,C,cumulative carbon mineralization (mg C),host phenotype,1,,infestation severity,,1,,,,T2,,,,,,
1132,,abund biomass to ecosystem fxn,community biomass,microbial biomass,(mg Cmic g-1 dry weight,host phenotype,1,,infestation severity,,1,,,,T2,,,,,,
1132,,abiotic or biotic,abiotic,temperature,,,,,,,,,,,"T2, F3",,,,,,
1132,,abiotic or biotic,abiotic,soil moisture,,,,,,,,,,,"T2, F4",,,,,,
1148,,PP abundance,abundance,total viral abundance,viruses g-1,,,,,,,,,,F2,,,,,,
1148,,abiotic or biotic,abiotic,surface depth,,,,,,,,,,,F2,,,,,,
1148,,PP abundance,production,viral production,viruses g-1 h-1,,,,,,,,,,F3,,,,,,
1148,,PP abundance,mortality,viral decay,viruses g-1 h-1,,,,,,,,,,F3,,,,,,
1148,,abiotic or biotic,both,site,,,,,,,,,,,"F2, F3",,,,,,
1148,,PP to abund biomass,host mortality,viral-induced prokaryotic mortality,cells killed %d-1,,,,,,,,,,F3,,,,,,
1148,,abund biomass to ecosystem fxn,biogeochemical cycles,C released by viral lysis,mgC m-2 d-1,,,,,,1,,,,1257,,,,,,
1148,,abiotic or biotic,abiotic,mud volcano vs. control,,,,,,,,,,,1257,,,,,,
1169,,abund biomass to ecosystem fxn,primary production,biomass,g plant-1,host biomass,1,0,hemiparasite yes vs. no,0,1,,,,F1,,,,,,
1169,,abiotic or biotic,biotic,host density ,density of Schedomorus (individuals pot-1),,,,,,,,,,"F1, F2, F3",,,,,,
1169,,abiotic or biotic,abiotic,moist vs. dry conditions,,,,,,,,,,,"F1, F2, F3",,,,,,
1169,,abiotic or biotic,biotic,PP taxa,,,,,,,,,,,"F1, F2, F3",,,,,,
1169,,abiotic or biotic,biotic,litter presence vs. absence,,,,,,,,,,,"F1, F2, F3",,,,,,
1169,,PP to ecosystem fxn,primary production,biomass,g plant-1,,0,0,multiple -- see biotic/abiotic factors,,,,,,F2,,,,,,
1169,,morbidity to ecosystem fxn,biogeochemical cycles,d13C,%,host phenotype,1,0,hemiparasite yes vs. no,0,1,,,,F3,,,,,changed from -,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,suspended particulate organic matter concentration,g DM L-1,community biomass,0,1,2006 with tadpoles vs. 2008 without tadpoles,0,1,,,,T1,,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,suspended particulate organic matter turnover,d-1,community biomass,0,1,2006 with tadpoles vs. 2008 without tadpoles,0,1,,,,T1,,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,epilithon mass,g DM m-2,community biomass,0,1,2006 with tadpoles vs. 2008 without tadpoles,0,1,,,,T1,,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,epilithon turnover,d-1,community biomass,0,1,2006 with tadpoles vs. 2008 without tadpoles,0,1,,,,T1,,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,coarse particulate organic matter concentration,g DM L-1,community biomass,0,1,2006 with tadpoles vs. 2008 without tadpoles,0,1,,,,T1,,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,coarse particulate organic matter turnover,d-1,community biomass,0,1,2006 with tadpoles vs. 2008 without tadpoles,0,1,,,,T1,,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,fine particulate organic matter concentration,g DM L-1,community biomass,0,1,2006 with tadpoles vs. 2008 without tadpoles,0,1,,,,T1,,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,fine particulate organic matter turnover,d-1,community biomass,0,1,2006 with tadpoles vs. 2008 without tadpoles,0,1,,,,T1,,,,,,
1176,,abiotic or biotic,abiotic,shallow vs. deep,,,,,2006 with tadpoles vs. 2008 without tadpoles,,,,,,T1,,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,respiration,(g O2 m-2 d-1 ),community respiration,0,1,2006 with tadpoles vs. 2008 without tadpoles,,1,,,,T1,making call this is primarily community,,,,,
1176,,abund biomass to ecosystem fxn,primary production,primary production,(g O2 m-2 d-1 ),community production,0,1,2006 with tadpoles vs. 2008 without tadpoles,,1,,,,T1,making call this is primarily community,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,NH4 update length,m,community biomass and/or composition,0,1,2006 with tadpoles vs. 2008 without tadpoles,,1,,,,T1,making call this is primarily community; not clearly linked to abund/biomass,,,,,
1176,,abund biomass to ecosystem fxn,secondary production,biomass tadpoles,mg dry mass m-2,host biomass,1,0,2006 with tadpoles vs. 2008 without tadpoles,,1,,,,F1,,,,,,
1176,,abund biomass to ecosystem fxn,secondary production,invertebrates biomass,mg dry mass m-2,community biomass,0,1,2006 with tadpoles vs. 2008 without tadpoles,,1,,,,F1,,,,,,
1176,,abiotic or biotic,biotic,community functional group,functional group,-,0,1,,,,,,,F1,,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,N remaining,%,ecosystem process of N,0,1,2006 with tadpoles vs. 2008 without tadpoles,,1,,,,F2,,,,,,
1176,,abund biomass to ecosystem fxn,biogeochemical cycles,N flux,mg N m-2 day-1,community biomass and/or composition,1,1,2006 with tadpoles vs. 2008 without tadpoles,,1,,,,F3,consider making this unknown -- could be phenotype effect as well ,,,,,
1176,,abiotic or biotic,biotic,functional group,,,,,,,,,,,F3,,,,,,
1183,,PP to ecosystem fxn,primary production,mistletoe leaf litter,(kg ha-1 mol-1 ),-,0,0,-,,,,,,"T1, F1",,,,,,
1183,,abiotic or biotic,abiotic,month,,,,,,,,,,,"T1, F1",,,,,,
1183,,unknown to ecosystem fxn,primary production,acacia leaf litter,(kg ha-1 mol-1 ),u,1,0,infected vs. uninfected,0,1,,,,"T1, F1",unknown because can't tell if this is effect on biomass of tree or on its phenotype -- litter-shedding,,,,,
1183,,unknown to ecosystem fxn,biogeochemical cycles,N ,soil nutrient concentration (ppm),u (biomass or phenotype),1,1,infected vs. uninfected,0,1,,,,T2,,,,,,
1183,,unknown to ecosystem fxn,biogeochemical cycles,P,soil nutrient concentration (ppm),u (biomass or phenotype),1,1,infected vs. uninfected,0,1,,,,T2,,,,,,
1183,,unknown to ecosystem fxn,biogeochemical cycles,K,soil nutrient concentration (me/100 g),u (biomass or phenotype),1,1,infected vs. uninfected,0,1,,,,T2,,,,,,
1183,,unknown to ecosystem fxn,biogeochemical cycles,Ca,soil nutrient concentration (me/100 g),u (biomass or phenotype),1,1,infected vs. uninfected,0,1,,,,T2,,,,,,
1183,,unknown to ecosystem fxn,biogeochemical cycles,Mg,soil nutrient concentration (me/100 g),u (biomass or phenotype),1,1,infected vs. uninfected,0,1,,,,T2,,,,,,
1183,,PP to abund biomass,community taxa,grass species collected beneath tree,presence,-,0,1,infected vs. uninfected,0,,,,,T3,,,,,,
1183,,abiotic or biotic,biotic,native vs. exotic,,,,,,,,,,,T3,,,,,,
1183,,abiotic or biotic,biotic,"habit (perennial, annual, annual/perennial)",,,,,,,,,,,T3,,,,,,
1183,,PP to abund biomass,community composition,community species richness,,,,1,infected vs. uninfected,,,,,,T4,,,,,,
1183,,PP to abund biomass,community composition,community shannon-weaver index,,,,1,infected vs. uninfected,,,,,,T4,,,,,,
1183,,PP to abund biomass,community composition,equitability,,,,1,infected vs. uninfected,,,,,,T4,,,,,,
1183,,PP to abund biomass,community abundance,mean density,m-2,,,1,infected vs. uninfected,,,,,,"T4, T5",,,,,,
1183,,PP to abund biomass,community composition,mean species richness,m-2,,,1,infected vs. uninfected,,,,,,T4,,,,,,
1183,,abund biomass to ecosystem fxn,community biomass,biomass,g m-2,,,1,infected vs. uninfected,,1,,,,"T4, T5",,,,,,
1183,,abiotic or biotic,biotic,above ground vs. below ground,,,,,,,,,,,"T4, T5",,,,,,
1183,,abund biomass to ecosystem fxn,community biomass,total biomass yield,g m-2,,,1,infected vs. uninfected; leaf litter,,1,,,,"T4, T5, T6",,,,,,
1183,,abiotic or biotic,community taxa,grass species,,,,1,,,,,,,T5,,,,,,
1183,,abund biomass to ecosystem fxn,community biomass,height,cm,,,1,,,1,,,,T5,,,,,,
1183,,abund biomass to ecosystem fxn,community biomass,basal cover,%,,,1,,,1,,,,T5,,,,,,
1223,,PP to abund biomass,host abundance,density,ha-1,,1,0,disturbance level by pine wilt disease,,,,,,T1,,,,,,
1223,,PP to abund biomass,community abundance,density,ha-1,,0,1,disturbance level by pine wilt disease,,,,,,T1,,,,,,
1223,,abiotic or biotic,biotic,community functional group (plants),,,0,1,,,,,,,T1,,,,,,
1223,,abund biomass to ecosystem fxn,primary production,basal area,m2 ha-1,host biomass,1,0,disturbance level by pine wilt disease,,1,,,,T1,,,,,,
1223,,abund biomass to ecosystem fxn,primary production,basal area,m2 ha-1,community biomass,0,1,disturbance level by pine wilt disease,,1,,,,T1,,,,,,
1223,,abund biomass to ecosystem fxn,primary production,mean DBH ,cm,host biomass,1,0,disturbance level by pine wilt disease,,1,,,,T1,,,,,,
1223,,abund biomass to ecosystem fxn,primary production,mean DBH ,cm,community biomass,0,1,disturbance level by pine wilt disease,,1,,,,T1,,,,,,
1223,,abund biomass to ecosystem fxn,primary production,mean height,cm,host biomass,1,0,disturbance level by pine wilt disease,,1,,,,T1,,,,,,
1223,,abund biomass to ecosystem fxn,primary production,mean height,cm,community biomass,0,1,disturbance level by pine wilt disease,,1,,,,T1,,,,,,
1223,,unknown to ecosystem fxn,biogeochemical cycles,organic matter,%,biomass or phenotype,1,1,disturbance level by pine wilt disease,,1,,,,T2,,,,,unknown because could be combination of morbidity and biomass change,
1223,,abiotic or biotic,abiotic,year,,,,,,,,,,,T1,,,,,,
1223,,unknown to ecosystem fxn,biogeochemical cycles,C,soil dissolved organic carbon (mg kg-1),biomass or phenotype,1,1,disturbance level by pine wilt disease,0,1,,,,F1,,,,,,
1223,,unknown to ecosystem fxn,biogeochemical cycles,N,soil dissolved organic nitrogen (mg kg-1),biomass or phenotype,1,1,disturbance level by pine wilt disease,0,1,,,,F1,,,,,,
1223,,unknown to ecosystem fxn,biogeochemical cycles,NH+4-N,soil dissolved organic NH4N (mg kg-1),biomass or phenotype,1,1,disturbance level by pine wilt disease,0,1,,,,F1,,,,,,
1223,,unknown to ecosystem fxn,biogeochemical cycles,NO3-N,soil dissolved organic NO3-N (mg kg-1),biomass or phenotype,1,1,disturbance level by pine wilt disease,0,1,,,,F1,,,,,,
1223,,abiotic or biotic,abiotic,soil depth,,,,,,,,,,,"F1, T3",,,,,,
1223,,abiotic or biotic,abiotic,season,,,,,,,,,,,"F1, T3",,,,,,
1223,,unknown to ecosystem fxn,biogeochemical cycles,N,Total N (g kg-1),biomass or phenotype,1,1,disturbance level by pine wilt disease,0,1,,,,T3,,,,,,
1223,,unknown to ecosystem fxn,biogeochemical cycles,P,Total P (g kg-1),biomass or phenotype,1,1,disturbance level by pine wilt disease,0,1,,,,T3,,,,,,
1223,,unknown to ecosystem fxn,biogeochemical cycles,K,Total K (g kg-1),biomass or phenotype,1,1,disturbance level by pine wilt disease,0,1,,,,T3,,,,,,
1233,,PP abundance,abundance,number of bacteria,,,,,,,,,,,971,,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,NH4 ,release,host physiology,1,0,infection,0,1,,,,T3,,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,SRP,release,host physiology,1,0,infection,0,1,,,,T3,,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,N:P release,release,host physiology,1,0,infection,0,1,,,,"T3, F1",,,,,,
1233,,morbidity to ecosystem fxn,secondary production,ingestion rate,"μmol CAlgae × μmol
CDaphnia
−1 × day−1",host physiology,1,0,infection,0,1,,,,"T3, F2",,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,C,body %,host physiology,1,0,infection,0,1,,,,"T3, F4",,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,N,body %,host physiology,1,0,infection,0,1,,,,"T3, F4",,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,P,body %,host physiology,1,0,infection,0,1,,,,"T3, F4",,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,C:N,body C:N,host physiology,1,0,infection,0,1,,,,"T3, F4",,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,C:P,body C:P,host physiology,1,0,infection,0,1,,,,"T3, F4",,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,N:P,body N:P,host physiology,1,0,infection,0,1,,,,"T3, F4",,,,,,
1233,,abiotic or biotic,biotic,diet C:P ratio,,,,,,,,,,,"T3, F1, T4, F2, F3, F4, F5",,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,N,excretion,host physiology,1,0,infection,0,1,,,,"F1, T4, F5",,,,,,
1233,,morbidity to ecosystem fxn,biogeochemical cycles,P,excretion,host physiology,1,0,infection,0,1,,,,"F1, T4, F5",,,,,,
1233,,morbidity to ecosystem fxn,secondary production,P,accumulation efficiency of limiting nutrient,host physiology,1,0,infection,0,1,,,,F3,,,,,,
1233,,morbidity to ecosystem fxn,secondary production,N,accumulation efficiency of limiting nutrient,host physiology,1,0,infection,0,1,,,,F3,,,,,,
1237,,PP to abund biomass,host mortality,survival,% over time (months),,1,0,bleached vs. healthy,0,,,,,"F1, T1",,,,,,
1237,,PP to abund biomass,host mortality,survival time,total number of months each alga was observed,,1,0,proportion of time bleached,0,,,,,"F1, T1",,,,,,
1237,,PP to host infection prevalence / intensity,infection prevalence,percent bleached,,,1,,,,,,,,146,,,,,,
1237,,PP to host infection prevalence / intensity,infection duration,proportion of time algae were bleached,,,,,,,,,,,T1,,,,,,
1237,,abiotic or biotic,both,location,,,,,,,,,,,"T1, T2, F3",,,,,,
1237,,abiotic or biotic,abiotic,depth,,,,,,,,,,,"T1, T2",,,,,,
1237,,abund biomass to ecosystem fxn,primary production,change in biomass,change in length,host biomass,1,,proportion of time bleached,,1,,,,T2,,,,,,
1237,,PP to morbidity,host reproduction,number of tetrasporangial sori,,,1,,healthy vs. bleached,,,,,,F2,,,,,,
1237,,abiotic or biotic,biotic,host biomass,,,,,,,,,,,F2,,,,,,
1237,,PP to morbidity,host reproduction,total fecundity,numbers of tetrasporangial sori per gram of alga tissue,,,,healthy vs. bleached,,,,,,F2,,,,,,
1237,,PP to morbidity,host vigor,number of tips per branch on each thalli,,,,,healthy vs. bleached,,,,,,F2,,,,,,
1237,,PP to abund biomass,community abundance,number of herbivore individuals per g algae,,,,1,healthy vs. bleached,,,,,,"F3, T3",,,,,,
1237,,abiotic or biotic,biotic,community taxa,,,,,,,,,,,"F3, T3",,,,,,
1237,,abund biomass to ecosystem fxn,secondary production,mass of alga tissue consumed,,community consumption (energy flow),1,1,healthy vs. bleached,,1,,,,F4,,,,,,
1237,,PP to host infection prevalence / intensity,infection prevalence,proportion of individuals that bleached,,,,,"treatment (""grazed"", inoculated w/ bacterial pathogen, control)",,,,,,F5,,,,,,
1240,,PP to host infection prevalence / intensity,infection prevalence,prevalence,,,,,,,,,,,899,,,,,,
1240,,PP to host infection prevalence / intensity,infection intensity,number of parasites per host tree,,,,,,,,,,,900,,,,,,
1240,,abiotic or biotic,biotic,host and community taxa abundance,,,,,,,,,,,"F1, 900, 899",,,,,,
1240,,abiotic or biotic,biotic,host and community taxa height,,,,,,,,,,,"F1, 900, 899",,,,,,
1240,,PP abundance,demography,germination rate,,,,,,,,,,,900,,,,,,
1240,,PP abundance,demography,mean hypocotyl attachments,,,,,potential host species,,,,,,F2,,,,,,
1240,,abiotic or biotic,biotic,host taxa,,,,,,,,,,,"F2, F3",,,,,,
1240,,PP to morbidity,host vigor,leaf water potential,,,1,0,parasitized host species vs. non-parasitized potential host species,,,,,,900,,,,,,
1240,,PP morbidity,vigor,leaf water potential,,,,,,,,,,,,,,,,,
1240,,PP to ecosystem fxn,biogeochemical cycles,N,concentration,,,,,,,,,,F3,,,,,,
1263,,abund biomass to ecosystem fxn,secondary production,biomass,mg AFDM/m2,host biomass,1,0,pre- vs. post-decline due to chytrid,,1,,,,1189-1190,,,,,,
1263,,PP to abund biomass,host abundance,number,tadpoles,,1,,pre- vs. post-decline due to chytrid,,,,,,1189-1190,,,,,,
1263,,abiotic or biotic,both,site,,,,,,,,,,,"1189-1190, T1, F3, T2, F4",,,,,,
1263,,abiotic or biotic,biotic,host taxa,,,,,,,,,,,1189-1190,,,,,,
