"","paper.ID","year","author","title","Pathogen.kingdom","pathogen.kingdom.notes","Host.kingdom","host.kingdom.notes","System","System.2","System.2.simplified","PP.to.ecosystem.fxn","PP.abundance","PP.morbidity","PP.to.host.infection.prevalence...intensity","PP.to.abund.biomass","PP.to.morbidity","PP.to.unknown","abund.biomass.to.ecosystem.fxn","morbidity.to.ecosystem.fxn","unknown.to.ecosystem.fxn","ecosystem.fxn.to.PP","abiotic.or.biotic","location","note.x","experimental..PP.manipulation.or.mimic...1..observational..2..both..3.","process.vs..standing.stock.vs..both","process.vs..standing.stock.notes","highest.observational.scale..species.vs..community.ecosystem..of.ecosystem.impact","type.of.manipulation.or.comparison","spatial.scale","coordinates.in.paper","date.processed","time.start","time.end","time.elapsed","date.quant.data","time.elapsed.1","digitizing.time","figures.digitized","note.on.quant","exclude","reason.for.excluding","measureID","pathway","measure.general","measure.specific....outcome.variable","data.to.use","regression.coefficient","regression.coefficient.SE","regression.or.correlation","percent","value","digitizable.or.raw.data.available","variable.greater.without.pathogen.parasite","direction","note.directionality.of.effect","test.statistic.bounded.below","percent.difference","P","F","df","groups","t","sample.size.total","sample.size.control","sample.size.infected","secondary_factor","secondary_factor_level","tertiary_factor","tertiary_factor_level","quaternary.factor","quaternary.factor.level","variance.measure","control.mean","control.variance","variance.not.reported","control.CI.lower","control.CI.upper","infected.mean","infected.variance","infected.CI.lower","infected.CI.upper","correlation.coefficient","R.squared","R.squared.se","U","digitized_data","predictor.variable","predictor.value","predictor.unit","outcome.unit...concat.w.measure.specific","morbid_or_abund_biomass_measure","effects.on.host","effects.on.community","ecosystem_process_mediate","have.not.added.double.counting","double.counted.effect.on.plants...photosynthesizers.as.ecosystem.effect","double.counted.effect.on.non.plant.hosts.as.ecosystem.effect","ecosystem.function.not.linked.to.morbidity.or.abund","location.in.paper","note.y","exclude.as.ecosystem.measure","include.as.ecosystem.measure","reason.for.inclusion.or.exclusion.as.ecosystem.measure","notes","confirm"
"1817",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","abiotic or biotic","abiotic","soil depth","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"F1, T3","",NA,"","","",""
"1818",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","abiotic or biotic","abiotic","season","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","",NA,NA,NA,NA,NA,"F1, T3","",NA,"","","",""
"1819",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","abund biomass to ecosystem fxn","primary production","basal area","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","m2 ha-1","host biomass","1","0",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1820",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","PP to abund biomass","host biomass","basal area","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","m2 ha-1","host biomass","1","0",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1821",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","abund biomass to ecosystem fxn","primary production","basal area","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","m2 ha-1","community biomass","0","1",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1822",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","PP to abund biomass","community biomass","basal area","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","m2 ha-1","community biomass","0","1",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1823",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","abund biomass to ecosystem fxn","primary production","mean DBH ","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","cm","host biomass","1","0",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1824",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","PP to abund biomass","host biomass","mean DBH ","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","cm","host biomass","1","0",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1825",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","abund biomass to ecosystem fxn","primary production","mean DBH ","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","cm","community biomass","0","1",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1826",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","PP to abund biomass","community biomass","mean DBH ","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","cm","community biomass","0","1",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1827",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","abund biomass to ecosystem fxn","primary production","mean height","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","cm","host biomass","1","0",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1828",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","PP to abund biomass","host biomass","mean height","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","cm","host biomass","1","0",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1829",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","abund biomass to ecosystem fxn","primary production","mean height","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","cm","community biomass","0","1",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1830",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","PP to abund biomass","community biomass","mean height","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","cm","community biomass","0","1",NA,"",NA,NA,NA,"T1","",NA,"","","",""
"1831",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","unknown to ecosystem fxn","biogeochemical cycles","organic matter","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","%","biomass or phenotype","1","1",NA,"",NA,NA,NA,"T2","",NA,"","","unknown because could be combination of morbidity and biomass change",""
"1832",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","",NA,"biomass or phenotype","organic matter","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","%","biomass or phenotype","1","1",NA,"",NA,NA,NA,"T2","",NA,"","","unknown because could be combination of morbidity and biomass change",""
"1833",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","unknown to ecosystem fxn","biogeochemical cycles","C","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","soil dissolved organic carbon (mg kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"F1","",NA,"","","",""
"1834",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","",NA,"biomass or phenotype","C","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","soil dissolved organic carbon (mg kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"F1","",NA,"","","",""
"1835",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","unknown to ecosystem fxn","biogeochemical cycles","N","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","soil dissolved organic nitrogen (mg kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"F1","",NA,"","","",""
"1836",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","",NA,"biomass or phenotype","N","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","soil dissolved organic nitrogen (mg kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"F1","",NA,"","","",""
"1837",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","unknown to ecosystem fxn","biogeochemical cycles","NH+4-N","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","soil dissolved organic NH4N (mg kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"F1","",NA,"","","",""
"1838",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","",NA,"biomass or phenotype","NH+4-N","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","soil dissolved organic NH4N (mg kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"F1","",NA,"","","",""
"1839",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","unknown to ecosystem fxn","biogeochemical cycles","NO3-N","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","soil dissolved organic NO3-N (mg kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"F1","",NA,"","","",""
"1840",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","",NA,"biomass or phenotype","NO3-N","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","soil dissolved organic NO3-N (mg kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"F1","",NA,"","","",""
"1841",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","unknown to ecosystem fxn","biogeochemical cycles","N","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","Total N (g kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"T3","",NA,"","","",""
"1842",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","",NA,"biomass or phenotype","N","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","Total N (g kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"T3","",NA,"","","",""
"1843",1223,"","Ge","Seasonal dynamics of dissolved organic carbon, nitrogen and other   nutrients in soil of Pinus massoniana stands after pine wilt disease   disturbance","animal","","plant","","terrestrial","forest","",0,0,NA,1,1,0,0,1,0,1,0,0,"Hefei, Anhui Province, East China","ecosystem because soil effects encompass all plants","2","stock","stock","ecosystem","comparison of forest and soil characteristics in (selected highly, moderately, and undisturbed stands)","three stands in suburban forest park, each stand 40 m x 40 m","1","9/7","11:42","12:07","0:25:00","10/8",NA,NA,NA,">2 conditions (undisturbed, moderately, highly); no measure of variance",NA,"","","unknown to ecosystem fxn","biogeochemical cycles","P","",NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"disturbance level by pine wilt disease","","","Total P (g kg-1)","biomass or phenotype","1","1",0,"",NA,NA,NA,"T3","",NA,"","","",""
