"","pathway.number","pathway","measure.general","measure.specific....outcome.variable","community","host","count"
"1041",3,"PP to host infection prevalence / intensity","infection prevalence","endopytism: percentage of plant tissues positive for endophytic M. brunneum",NA,NA,1
"1042",3,"PP to host infection prevalence / intensity","infection prevalence","fraction trees with fungal wilt",NA,NA,1
"1043",3,"PP to host infection prevalence / intensity","infection prevalence","frequency of infected bacterial cells",NA,NA,1
"1044",3,"PP to host infection prevalence / intensity","infection prevalence","frequency of infected cells",NA,NA,1
"1045",3,"PP to host infection prevalence / intensity","infection prevalence","frequency of infected cells (%)",NA,NA,1
"1046",3,"PP to host infection prevalence / intensity","infection prevalence","frequency of infected cyanobacteria cells",NA,NA,1
"1047",3,"PP to host infection prevalence / intensity","infection prevalence","gall mite prevalence",NA,NA,1
"1048",3,"PP to host infection prevalence / intensity","infection prevalence","infected C. falcatiforme",NA,NA,1
"1049",3,"PP to host infection prevalence / intensity","infection prevalence","infection
by Amoebophrya spp. of Ceratium falcatiforme",NA,NA,1
"1050",3,"PP to host infection prevalence / intensity","infection prevalence","infection prevalence (%)",NA,NA,2
"1051",3,"PP to host infection prevalence / intensity","infection prevalence","infection rate",NA,NA,1
"1052",3,"PP to host infection prevalence / intensity","infection prevalence","infection risk",NA,NA,1
"1053",3,"PP to host infection prevalence / intensity","infection prevalence","live ramets colonized",NA,NA,1
"1054",3,"PP to host infection prevalence / intensity","infection prevalence","mean prevalence (%)",NA,NA,1
"1055",3,"PP to host infection prevalence / intensity","infection prevalence","non-mycorrhizal (pathogenic/parasitic/saprophytic) infection",NA,NA,1
"1056",3,"PP to host infection prevalence / intensity","infection prevalence","number of plots infected out of number of plots",NA,NA,1
"1057",3,"PP to host infection prevalence / intensity","infection prevalence","numbers of haustoria with each host family",NA,NA,1
"1058",3,"PP to host infection prevalence / intensity","infection prevalence","numbers of haustoria with each host species",NA,NA,1
"1059",3,"PP to host infection prevalence / intensity","infection prevalence","parasite prevalence over time",NA,NA,1
"1060",3,"PP to host infection prevalence / intensity","infection prevalence","pathogen damage incidence",NA,NA,1
"1061",3,"PP to host infection prevalence / intensity","infection prevalence","percent bleached",NA,NA,1
"1062",3,"PP to host infection prevalence / intensity","infection prevalence","percent of Bd-exposed larvae infected",NA,NA,1
"1063",3,"PP to host infection prevalence / intensity","infection prevalence","percent of leaves infected",NA,NA,1
"1064",3,"PP to host infection prevalence / intensity","infection prevalence","percent of litterfall infected by R. puncatum",NA,NA,1
"1065",3,"PP to host infection prevalence / intensity","infection prevalence","PgV (10^7 ml-1)",NA,NA,1
"1066",3,"PP to host infection prevalence / intensity","infection prevalence","prevalence",NA,NA,2
"1067",3,"PP to host infection prevalence / intensity","infection prevalence","proportion of bumble bees parasitized",NA,NA,1
"1068",3,"PP to host infection prevalence / intensity","infection prevalence","proportion of community biomass infected",NA,NA,1
"1069",3,"PP to host infection prevalence / intensity","infection prevalence","proportion of individuals affected by pathogens",NA,NA,1
"1070",3,"PP to host infection prevalence / intensity","infection prevalence","proportion of individuals that bleached",NA,NA,1
"1071",3,"PP to host infection prevalence / intensity","infection prevalence","proportion of Tubifex tubifex releasing triactinomyxons",NA,NA,1
"1072",3,"PP to host infection prevalence / intensity","infection prevalence","snails containing trematodes",NA,NA,1
"1073",3,"PP to host infection prevalence / intensity","infection prevalence","total infection prevalence of large diatoms",NA,NA,1
"1074",3,"PP to host infection prevalence / intensity","infection prevalence / intensity","beech bark disease score",NA,NA,1
"1075",3,"PP to host infection prevalence / intensity","infection prevalence and intensity","plot-level root disease severity",NA,NA,1
"1076",3,"PP to host infection prevalence / intensity","percent parasite","% of consumer dry mass made up of parasites",NA,NA,1
"1077",3,"PP to host infection prevalence / intensity","PP transmission vector","mean % of groups of parasites transmitted by zooplankton vs. benthic invertebrates",NA,NA,1
"1078",3,"PP to host infection prevalence / intensity","time to infection","",NA,NA,1
"1079",1,"PP to morbidity","community behavior","consumption rate",NA,NA,1
"1080",1,"PP to morbidity","community behavior","mean daily energy intake (kJ/100 mg dry mass of fish)",NA,NA,1
"1081",1,"PP to morbidity","community phenotype","mycorrhizal colonization",NA,NA,1
"1082",1,"PP to morbidity","community phenotype","root mass fraction",NA,NA,1
"1083",1,"PP to morbidity","community phenotype","root tissue mass density",NA,NA,1
"1084",1,"PP to morbidity","community phenotype","specific leaf area",NA,NA,1
"1085",1,"PP to morbidity","community phenotype","specific root length",NA,NA,1
"1086",1,"PP to morbidity","community phenotype","stem height",NA,NA,1
"1087",1,"PP to morbidity","community reproduction","% fruit-set",NA,NA,1
"1088",1,"PP to morbidity","community reproduction","% pod-set",NA,NA,1
"1089",1,"PP to morbidity","community reproduction","no. of pollen tetrads per stigma",NA,NA,1
"1090",1,"PP to morbidity","community reproduction","no. of seeds per berry",NA,NA,1
"1091",1,"PP to morbidity","community reproduction","no. of seeds per pod",NA,NA,1
"1092",1,"PP to morbidity","community vigor","proportion seed set",NA,NA,1
"1093",1,"PP to morbidity","decomposition","mass remaining",NA,NA,1
"1094",1,"PP to morbidity","host and community behavior","orthopterans ingested by trout",NA,NA,1
"1095",1,"PP to morbidity","host and community behavior","prey ingested by trout",NA,NA,1
"1096",1,"PP to morbidity","host and community phenotype","%N foliar by species",NA,NA,1
"1097",1,"PP to morbidity","host and community phenotype","%N litter by species",NA,NA,1
"1098",1,"PP to morbidity","host biomass","biomass",NA,NA,1
"1099",1,"PP to morbidity","host fitness","domatia per leaf",NA,NA,1
"1100",1,"PP to morbidity","host fitness","fruit fascicles per shoot",NA,NA,1
"1101",1,"PP to morbidity","host fitness","proportion leaves remaining",NA,NA,1
"1102",1,"PP to morbidity","host morbidity","adult flea beetle damage",0,1,1
"1103",1,"PP to morbidity","host morbidity","condition",0,1,1
"1104",1,"PP to morbidity","host morbidity","condition index",0,1,1
"1105",1,"PP to morbidity","host morbidity","crown transparency",0,1,1
"1106",1,"PP to morbidity","host morbidity","flea beetle larvae damage",0,1,1
"1107",1,"PP to morbidity","host morbidity","leaf chlorosis",0,1,1
"1108",1,"PP to morbidity","host morbidity","leaf greenness",0,1,1
"1109",1,"PP to morbidity","host morbidity","leaf necrosis",0,1,1
"1110",1,"PP to morbidity","host morbidity","proportion of necrosis",0,1,1
"1111",1,"PP to morbidity","host morbidity","proportion of withered leaves",0,1,1
"1112",1,"PP to morbidity","host morbidity","ramets dead with canker",0,1,1
"1113",1,"PP to morbidity","host morbidity","recovery",0,1,1
"1114",1,"PP to morbidity","host morbidity","total number of leaves/plant",0,1,1
"1115",1,"PP to morbidity","host phenotype","% C",0,1,1
"1116",1,"PP to morbidity","host phenotype","% lignin",0,1,2
"1117",1,"PP to morbidity","host phenotype","% mussels eaten by mussel shell length",0,1,1
"1118",1,"PP to morbidity","host phenotype","% N",0,1,1
"1119",1,"PP to morbidity","host phenotype","% P",0,1,1
"1120",1,"PP to morbidity","host phenotype","%C leaf litter",0,1,1
"1121",1,"PP to morbidity","host phenotype","%N",0,1,2
"1122",1,"PP to morbidity","host phenotype","%N leaf litter",0,1,1
"1123",1,"PP to morbidity","host phenotype","%P leaf litter",0,1,1
"1124",1,"PP to morbidity","host phenotype","age",0,1,1
"1125",1,"PP to morbidity","host phenotype","algal clearance rate",0,1,1
"1126",1,"PP to morbidity","host phenotype","alpha (photosynthetic efficiency)",0,1,1
"1127",1,"PP to morbidity","host phenotype","assimilation energy (kj m-2 y-1)",0,1,1
"1128",1,"PP to morbidity","host phenotype","atom %13C enrichment of host",0,1,1
"1129",1,"PP to morbidity","host phenotype","atom %15N enrichment of host",0,1,1
"1130",1,"PP to morbidity","host phenotype","biovolume of infected vs. uninfected hosts",0,1,1
"1131",1,"PP to morbidity","host phenotype","C (%) in new leaves",0,1,1
"1132",1,"PP to morbidity","host phenotype","C (host composition)",0,1,1
"1133",1,"PP to morbidity","host phenotype","C mass (%)",0,1,1
"1134",1,"PP to morbidity","host phenotype","C:N",0,1,4
"1135",1,"PP to morbidity","host phenotype","C:N excretion (TDOC:DIN)",0,1,1
"1136",1,"PP to morbidity","host phenotype","C:N leaf litter",0,1,1
"1137",1,"PP to morbidity","host phenotype","C:N of feces",0,1,1
"1138",1,"PP to morbidity","host phenotype","C:P",0,1,1
"1139",1,"PP to morbidity","host phenotype","carbon content of infected vs. uninfected hosts",0,1,1
"1140",1,"PP to morbidity","host phenotype","carbon excretion (mg L-1 TDOC)",0,1,1
"1141",1,"PP to morbidity","host phenotype","carbon in feces (% by mass)",0,1,1
"1142",1,"PP to morbidity","host phenotype","Carbon-nitrogen ratio",0,1,1
"1143",1,"PP to morbidity","host phenotype","change in fatty acid composition (%)",0,1,1
"1144",1,"PP to morbidity","host phenotype","chlorophyll a flourescence: photochemical efficiency of photosystem
II",0,1,1
"1145",1,"PP to morbidity","host phenotype","chlorophyll a fluorescence: total performance index",0,1,1
"1146",1,"PP to morbidity","host phenotype","chlorophyll a per host cell",0,1,1
"1147",1,"PP to morbidity","host phenotype","chlorophyll content (mg/dm2)",0,1,1
"1148",1,"PP to morbidity","host phenotype","condition index",0,1,1
"1149",1,"PP to morbidity","host phenotype","consumption (kj d-1)",0,1,1
"1150",1,"PP to morbidity","host phenotype","consumption of algae",0,1,1
"1151",1,"PP to morbidity","host phenotype","d13C (%)",0,1,1
"1152",1,"PP to morbidity","host phenotype","d13C host",0,1,1
"1153",1,"PP to morbidity","host phenotype","d15N host",0,1,1
"1154",1,"PP to morbidity","host phenotype","dark respiration rate (Rd)",0,1,2
"1155",1,"PP to morbidity","host phenotype","dead camel crickets added to stream vs. cricket removal vs. control",0,1,1
"1156",1,"PP to morbidity","host phenotype","development (Gosner stage)",0,1,1
"1157",1,"PP to morbidity","host phenotype","development (larval period)",0,1,1
"1158",1,"PP to morbidity","host phenotype","egesta production rate (proxy for grazing)",0,1,1
"1159",1,"PP to morbidity","host phenotype","energy allocation (kj m-2 y-1)",0,1,1
"1160",1,"PP to morbidity","host phenotype","energy content (kj g-1)",0,1,1
"1161",1,"PP to morbidity","host phenotype","energy unassimilated (feces)",0,1,1
"1162",1,"PP to morbidity","host phenotype","energy value of infected orthopterans captured by stream trap",0,1,1
"1163",1,"PP to morbidity","host phenotype","fatty acid concentration",0,1,1
"1164",1,"PP to morbidity","host phenotype","feeding rate",0,1,1
"1165",1,"PP to morbidity","host phenotype","foot length",0,1,1
"1166",1,"PP to morbidity","host phenotype","Glucosinolates",0,1,1
"1167",1,"PP to morbidity","host phenotype","growth",0,1,1
"1168",1,"PP to morbidity","host phenotype","host biomass",0,1,1
"1169",1,"PP to morbidity","host phenotype","host root mass fraction with vs. without parasite",0,1,1
"1170",1,"PP to morbidity","host phenotype","host tissue %C",0,1,1
"1171",1,"PP to morbidity","host phenotype","instantaneous carboxylation efficiency",0,1,1
"1172",1,"PP to morbidity","host phenotype","intercellular CO2 concentration",0,1,1
"1173",1,"PP to morbidity","host phenotype","internal CO2 concentrations",0,1,1
"1174",1,"PP to morbidity","host phenotype","isopod weight",0,1,1
"1175",1,"PP to morbidity","host phenotype","leaf surface area",0,1,1
"1176",1,"PP to morbidity","host phenotype","leaf turnover",0,1,1
"1177",1,"PP to morbidity","host phenotype","leaf water content",0,1,1
"1178",1,"PP to morbidity","host phenotype","light compensation point",0,1,1
"1179",1,"PP to morbidity","host phenotype","light saturation point",0,1,2
"1180",1,"PP to morbidity","host phenotype","light use efficiency",0,1,1
"1181",1,"PP to morbidity","host phenotype","litter decomposition rate",0,1,1
"1182",1,"PP to morbidity","host phenotype","mass remaining over time [decomposition]",0,1,1
"1183",1,"PP to morbidity","host phenotype","maximum claw height (mm)",0,1,1
"1184",1,"PP to morbidity","host phenotype","maximum fluorescence",0,1,1
"1185",1,"PP to morbidity","host phenotype","maximum photochemical efficiency of PSII",0,1,1
"1186",1,"PP to morbidity","host phenotype","mean girdle diameter of infected vs. uninfected hosts",0,1,1
"1187",1,"PP to morbidity","host phenotype","monounsaturated fatty acid (%)",0,1,1
"1188",1,"PP to morbidity","host phenotype","mycorrhizal colonization",0,1,1
"1189",1,"PP to morbidity","host phenotype","N",0,1,1
"1190",1,"PP to morbidity","host phenotype","N (%) in new leaves",0,1,1
"1191",1,"PP to morbidity","host phenotype","N mass (%)",0,1,1
"1192",1,"PP to morbidity","host phenotype","N:P",0,1,1
"1193",1,"PP to morbidity","host phenotype","nitrogen excretion (mg L-1 DIN)",0,1,1
"1194",1,"PP to morbidity","host phenotype","nitrogen in feces (% by mass)",0,1,1
"1195",1,"PP to morbidity","host phenotype","nitrogen use efficiency (greatest net photosynthetic value / foliar N content)",0,1,1
"1196",1,"PP to morbidity","host phenotype","no. of pollen tetrads per bee",0,1,1
"1197",1,"PP to morbidity","host phenotype","number of germinating seeds",0,1,1
"1198",1,"PP to morbidity","host phenotype","number of leaves",0,1,2
"1199",1,"PP to morbidity","host phenotype","P",0,1,1
"1200",1,"PP to morbidity","host phenotype","per cent mass remaining",0,1,1
"1201",1,"PP to morbidity","host phenotype","Percentage carbon",0,1,1
"1202",1,"PP to morbidity","host phenotype","Percentage nitrogen",0,1,1
"1203",1,"PP to morbidity","host phenotype","photoinhibitory characteristic",0,1,1
"1204",1,"PP to morbidity","host phenotype","plant height",0,1,1
"1205",1,"PP to morbidity","host phenotype","polyunsaturated fatty acid (%)",0,1,1
"1206",1,"PP to morbidity","host phenotype","probability of flowering",0,1,1
"1207",1,"PP to morbidity","host phenotype","production efficiency (kj m-2 y-1)",0,1,1
"1208",1,"PP to morbidity","host phenotype","production energy (kj m-2 y-1)",0,1,1
"1209",1,"PP to morbidity","host phenotype","relative electron transport rate (photosynthesis)",0,1,1
"1210",1,"PP to morbidity","host phenotype","relative functional absorption cross-section of PSII",0,1,1
"1211",1,"PP to morbidity","host phenotype","root mass fraction",0,1,1
"1212",1,"PP to morbidity","host phenotype","root tissue mass density",0,1,1
"1213",1,"PP to morbidity","host phenotype","root-shoot ratio",0,1,1
"1214",1,"PP to morbidity","host phenotype","Saponin 1 | Hederagenin",0,1,1
"1215",1,"PP to morbidity","host phenotype","Saponin 2 | Cochalic acid",0,1,1
"1216",1,"PP to morbidity","host phenotype","Saponin 3 | Oleanolic acid",0,1,1
"1217",1,"PP to morbidity","host phenotype","saturated fatty acid (%)",0,1,1
"1218",1,"PP to morbidity","host phenotype","seed germination",0,1,1
"1219",1,"PP to morbidity","host phenotype","seed mass / total mass (reproductive allocation)",0,1,1
"1220",1,"PP to morbidity","host phenotype","shell breaking force",0,1,1
"1221",1,"PP to morbidity","host phenotype","specific leaf area",0,1,1
"1222",1,"PP to morbidity","host phenotype","specific root length",0,1,1
"1223",1,"PP to morbidity","host phenotype","stem height",0,1,2
"1224",1,"PP to morbidity","host phenotype","stomatal conductance",0,1,3
"1225",1,"PP to morbidity","host phenotype","tiller number",0,1,1
"1226",1,"PP to morbidity","host phenotype","tissue C:N",0,1,1
"1227",1,"PP to morbidity","host phenotype","tissue carbon (% by mass)",0,1,1
"1228",1,"PP to morbidity","host phenotype","tissue nitrogen (% by mass)",0,1,1
"1229",1,"PP to morbidity","host phenotype","total number of flowers",0,1,1
"1230",1,"PP to morbidity","host phenotype","total number of seed pods",0,1,1
"1231",1,"PP to morbidity","host phenotype","transpiration rate (mmol H2O m-2 s-1)",0,1,1
"1232",1,"PP to morbidity","host phenotype","transpiration rates",0,1,1
"1233",1,"PP to morbidity","host phenotype","water use efficiency",0,1,1
"1234",1,"PP to morbidity","host phenotype","water use efficiency (photosynthesis/transpiration)",0,1,1
"1235",1,"PP to morbidity","host physiology","respiration (kj d-1)",NA,NA,1
"1236",1,"PP to morbidity","host reproduction","fecundity",NA,NA,1
"1237",1,"PP to morbidity","host reproduction","number of tetrasporangial sori",NA,NA,1
"1238",1,"PP to morbidity","host reproduction","total fecundity",NA,NA,1
"1239",1,"PP to morbidity","host vigor","leaf water potential",NA,NA,1
"1240",1,"PP to morbidity","host vigor","number of tips per branch on each thalli",NA,NA,1
"1241",1,"PP to morbidity","primary production","days to ripen",NA,NA,1
"1242",3,"PP to unknown","biogeochemical cycles","soil water content",NA,NA,1
"1243",3,"PP to unknown","host abundance or behavior","visitation",NA,NA,1
"1244",3,"PP to unknown","host and community biomass","relative growth of an individual adult: [(final biomass of adults ⁄final number of
adults) ) (initial biomass of adults ⁄initial number of
adults)]⁄(initial biomass of adults ⁄initial number
of adults))",NA,NA,1
"1245",3,"PP to unknown","host behavior or abundance","no. of bee visits/2 min to blueberry",NA,NA,1
"1246",3,"PP to unknown","host behavior or abundance","no. of bee visits/2 min to canola",NA,NA,1
"1247",3,"PP to unknown","host or community phenotype or biomass/abund","",NA,NA,1
"1248",3,"PP to unknown","host phenotype","DIN",NA,NA,1
"1249",3,"PP to unknown","host phenotype","DIN : periphyton %N",NA,NA,1
"1250",3,"PP to unknown","host phenotype","eucalypt leaf litter",NA,NA,1
"1251",3,"PP to unknown","host phenotype or biomass","N per plant",NA,NA,1
"1252",3,"PP to unknown","host phenotype or biomass","P per plant",NA,NA,1
"1253",3,"PP to unknown","PP or host or community abundance/biomass or phenotype","H2S",NA,NA,1
"1254",3,"PP to unknown","PP or host or community abundance/biomass or phenotype","O2",NA,NA,1
"1255",3,"PP to unknown","PP or host or community abundance/biomass or phenotype","total sulfide",NA,NA,1
"1256",3,"PP to unknown ","host abundance, community composition, or phenotype","high nucleic acid cells abundance",NA,NA,1
"1257",3,"PP to unknown ","host abundance, community composition, or phenotype","low nucleic acid cells abundance",NA,NA,1
"1258",3,"unknown to ecosystem fxn","biogeochemical cycles","available P",NA,NA,1
"1259",3,"unknown to ecosystem fxn","biogeochemical cycles","C",NA,NA,3
"1260",3,"unknown to ecosystem fxn","biogeochemical cycles","Ca",NA,NA,2
"1261",3,"unknown to ecosystem fxn","biogeochemical cycles","Ca2+ (mg/kg)",NA,NA,1
"1262",3,"unknown to ecosystem fxn","biogeochemical cycles","DIN",NA,NA,1
"1263",3,"unknown to ecosystem fxn","biogeochemical cycles","DIN : periphyton %N",NA,NA,1
"1264",3,"unknown to ecosystem fxn","biogeochemical cycles","eucalypt leaf litter",NA,NA,1
"1265",3,"unknown to ecosystem fxn","biogeochemical cycles","foliar calcium",NA,NA,2
"1266",3,"unknown to ecosystem fxn","biogeochemical cycles","H2S",NA,NA,1
"1267",3,"unknown to ecosystem fxn","biogeochemical cycles","hypoxia: redox potential",NA,NA,1
"1268",3,"unknown to ecosystem fxn","biogeochemical cycles","K",NA,NA,3
"1269",3,"unknown to ecosystem fxn","biogeochemical cycles","K+ (mg/kg)",NA,NA,1
"1270",3,"unknown to ecosystem fxn","biogeochemical cycles","Litter C flux",NA,NA,1
"1271",3,"unknown to ecosystem fxn","biogeochemical cycles","Litter decomp. % mass loss 1 year",NA,NA,1
"1272",3,"unknown to ecosystem fxn","biogeochemical cycles","Litter decomp. % mass loss 3 years",NA,NA,1
"1273",3,"unknown to ecosystem fxn","biogeochemical cycles","Litter N flux",NA,NA,1
"1274",3,"unknown to ecosystem fxn","biogeochemical cycles","Litter total mass flux",NA,NA,1
"1275",3,"unknown to ecosystem fxn","biogeochemical cycles","Mg",NA,NA,1
"1276",3,"unknown to ecosystem fxn","biogeochemical cycles","Mg2+ (mg/kg)",NA,NA,1
"1277",3,"unknown to ecosystem fxn","biogeochemical cycles","N",NA,NA,6
"1278",3,"unknown to ecosystem fxn","biogeochemical cycles","N excretion by host",NA,NA,1
"1279",3,"unknown to ecosystem fxn","biogeochemical cycles","N per plant",NA,NA,1
"1280",3,"unknown to ecosystem fxn","biogeochemical cycles","Na+ (mg/kg)",NA,NA,1
"1281",3,"unknown to ecosystem fxn","biogeochemical cycles","NH+4-N",NA,NA,1
"1282",3,"unknown to ecosystem fxn","biogeochemical cycles","NH4+ availability",NA,NA,1
"1283",3,"unknown to ecosystem fxn","biogeochemical cycles","Nitrification fraction (mineral)",NA,NA,1
"1284",3,"unknown to ecosystem fxn","biogeochemical cycles","Nitrification fraction (organic)",NA,NA,1
"1285",3,"unknown to ecosystem fxn","biogeochemical cycles","NO3- availability",NA,NA,1
"1286",3,"unknown to ecosystem fxn","biogeochemical cycles","NO3-N",NA,NA,1
"1287",3,"unknown to ecosystem fxn","biogeochemical cycles","O2",NA,NA,1
"1288",3,"unknown to ecosystem fxn","biogeochemical cycles","Olsen-PO4-P",NA,NA,1
"1289",3,"unknown to ecosystem fxn","biogeochemical cycles","Org. horizon C pool",NA,NA,1
"1290",3,"unknown to ecosystem fxn","biogeochemical cycles","Org. horizon N pool",NA,NA,1
"1291",3,"unknown to ecosystem fxn","biogeochemical cycles","organic matter",NA,NA,1
"1292",3,"unknown to ecosystem fxn","biogeochemical cycles","organic matter (%)",NA,NA,1
"1293",3,"unknown to ecosystem fxn","biogeochemical cycles","oxygen",NA,NA,2
"1294",3,"unknown to ecosystem fxn","biogeochemical cycles","P",NA,NA,3
"1295",3,"unknown to ecosystem fxn","biogeochemical cycles","P excretion",NA,NA,1
"1296",3,"unknown to ecosystem fxn","biogeochemical cycles","P per plant",NA,NA,1
"1297",3,"unknown to ecosystem fxn","biogeochemical cycles","PO4 3- availability",NA,NA,1
"1298",3,"unknown to ecosystem fxn","biogeochemical cycles","Potential N mineralization (mineral)",NA,NA,1
"1299",3,"unknown to ecosystem fxn","biogeochemical cycles","Potential N mineralization (organic)",NA,NA,1
"1300",3,"unknown to ecosystem fxn","biogeochemical cycles","Potential nitrification (mineral)",NA,NA,1
"1301",3,"unknown to ecosystem fxn","biogeochemical cycles","Potential nitrification (organic)",NA,NA,1
"1302",3,"unknown to ecosystem fxn","biogeochemical cycles","respiration (CO2)",NA,NA,1
"1303",3,"unknown to ecosystem fxn","biogeochemical cycles","Soil C/N (mineral)",NA,NA,1
"1304",3,"unknown to ecosystem fxn","biogeochemical cycles","Soil C/N (organic)",NA,NA,1
"1305",3,"unknown to ecosystem fxn","biogeochemical cycles","Soil extractable NO3/NH4(mineral)",NA,NA,1
"1306",3,"unknown to ecosystem fxn","biogeochemical cycles","Soil extractable NO3/NH4(Organic)",NA,NA,1
"1307",3,"unknown to ecosystem fxn","biogeochemical cycles","soil pore water salinity",NA,NA,1
"1308",3,"unknown to ecosystem fxn","biogeochemical cycles","Soil solution DOC",NA,NA,1
"1309",3,"unknown to ecosystem fxn","biogeochemical cycles","Soil solution DON",NA,NA,1
"1310",3,"unknown to ecosystem fxn","biogeochemical cycles","Soil solution NH4",NA,NA,1
"1311",3,"unknown to ecosystem fxn","biogeochemical cycles","Soil solution NO3",NA,NA,1
"1312",3,"unknown to ecosystem fxn","biogeochemical cycles","Soil solution SO4",NA,NA,1
"1313",3,"unknown to ecosystem fxn","biogeochemical cycles","Soil solution SO4+ NO3",NA,NA,1
"1314",3,"unknown to ecosystem fxn","biogeochemical cycles","soil water content",NA,NA,1
"1315",3,"unknown to ecosystem fxn","biogeochemical cycles","total N (%)",NA,NA,1
"1316",3,"unknown to ecosystem fxn","biogeochemical cycles","Total soil C pool to 12 cm (mineral + organic)",NA,NA,1
"1317",3,"unknown to ecosystem fxn","biogeochemical cycles","Total soil N pool to 12 cm (mineral + organic)",NA,NA,1
"1318",3,"unknown to ecosystem fxn","biogeochemical cycles","total sulfide",NA,NA,1
"1319",3,"unknown to ecosystem fxn","primary production","acacia leaf litter",NA,NA,1
"1320",3,"unknown to ecosystem fxn","primary production","chlorophyll A",NA,NA,2
"1321",3,"unknown to ecosystem fxn","secondary production","relative growth of an individual adult: [(final biomass of adults ⁄final number of
adults) ) (initial biomass of adults ⁄initial number of
adults)]⁄(initial biomass of adults ⁄initial number
of adults))",NA,NA,1
